TeamBlueTopGoldEarned,TeamBlueTopChampionName,TeamBlueTopDamageDealt,TeamBlueTopWinRate,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopGoldEarned,TeamRedTopChampionName,TeamRedTopDamageDealt,TeamRedTopWinRate,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleGoldEarned,TeamBlueJungleChampionName,TeamBlueJungleDamageDealt,TeamBlueJungleWinRate,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleGoldEarned,TeamRedJungleChampionName,TeamRedJungleDamageDealt,TeamRedJungleWinRate,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidGoldEarned,TeamBlueMidChampionName,TeamBlueMidDamageDealt,TeamBlueMidWinRate,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidGoldEarned,TeamRedMidChampionName,TeamRedMidDamageDealt,TeamRedMidWinRate,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCGoldEarned,TeamBlueADCChampionName,TeamBlueADCDamageDealt,TeamBlueADCWinRate,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCGoldEarned,TeamRedADCChampionName,TeamRedADCDamageDealt,TeamRedADCWinRate,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportGoldEarned,TeamBlueSupportChampionName,TeamBlueSupportDamageDealt,TeamBlueSupportWinRate,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportGoldEarned,TeamRedSupportChampionName,TeamRedSupportDamageDealt,TeamRedSupportWinRate,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints,win
12668,145,16325,0.54,325,274,1299,8136,105,3026,0.56,131,101,1044,11419,38,18300,0.62,110,67,1041,9468,86,15268,0.53,457,399,1561,11609,103,13292,0.5,100,100,1000,10107,11,22098,0.54,262,225,1118,11177,138,10453,0.53,438,391,1173,8504,54,8429,0.54,325,280,1316,10435,4,15331,0.5,100,100,1000,5824,84,6112,0.53,216,192,1005,1
15103,36,30112,0.5,100,100,1000,11233,94,26987,0.5,100,100,1000,14919,14,32354,0.5,100,100,1000,10213,76,16029,0.5,100,100,1000,11494,27,20481,0.5,100,100,1000,13676,123,30985,0.54,210,179,1109,17227,9,51374,0.5,100,100,1000,17691,138,37683,0.5,100,100,1000,10462,121,14069,0.58,137,98,1013,8208,15,12373,0.59,111,78,1098,1
5318,49,8470,0.5,100,100,1000,7183,43,8884,0.5,100,100,1000,4872,60,6491,0.5,100,100,1000,8603,47,9583,0.57,271,204,1286,6306,96,10482,0.5,100,100,1000,8180,123,15223,0.5,100,100,1000,4728,111,4629,0.54,205,175,1008,7326,87,5960,0.5,100,100,1000,4692,84,3324,0.54,371,316,1575,6508,110,9628,0.54,333,280,1367,0
13532,49,22455,0.5,100,100,1000,14045,74,17797,0.5,100,100,1000,14452,63,19692,0.5,100,100,1000,20540,62,43442,0.55,222,182,982,15519,145,46210,0.5,100,100,1000,13087,116,19515,0.5,100,100,1000,16685,159,33390,0.5,100,100,1000,18949,150,33719,0.5,100,100,1000,8872,5,11816,0.5,100,100,1000,10088,15,12061,0.5,100,100,1000,0
12463,105,14333,0.64,136,75,1434,11110,49,17982,0.5,100,100,1000,8519,60,11879,0.63,206,123,1240,13675,28,15783,0.57,271,204,1286,9053,3,15187,0.54,180,153,1011,11981,127,18885,0.5,100,100,1000,7334,111,8510,0.56,185,148,1161,13017,150,15711,0.5,100,100,1000,5268,98,3982,0.5,100,100,1000,7379,84,6176,0.62,124,75,1388,0
15424,90,19541,0.56,182,144,1149,10266,4,13676,0.58,154,111,1012,14798,104,21886,0.5,100,100,1000,11731,38,14242,0.5,100,100,1000,13327,124,19196,0.52,412,380,1067,16663,27,19578,0.6,200,131,1151,13190,111,13962,0.5,100,100,1000,16481,150,25136,0.58,271,196,1868,7867,121,5623,0.5,100,100,1000,9586,98,9419,0.55,226,185,1099,0
19854,105,36311,0.5,100,100,1000,16466,74,23426,0.5,100,100,1000,18436,14,30140,0.53,406,363,1246,20808,47,33834,0.5,100,100,1000,15606,75,39449,0.5,100,100,1000,16825,123,27812,0.5,100,100,1000,20040,118,45257,0.54,256,217,1026,21595,150,40349,0.5,100,100,1000,11635,8,26287,0.5,100,100,1000,15149,110,29434,0.54,301,252,1013,1
5152,105,4439,0.5,100,100,1000,5637,52,3065,0.5,100,100,1000,6547,39,4369,0.57,168,126,1061,9197,63,6884,0.5,100,100,1000,5458,91,5540,0.5,100,100,1000,6035,74,7428,0.5,100,100,1000,5607,51,5450,0.54,256,217,1026,10200,135,7243,0.5,100,100,1000,3992,120,2550,0.5,100,100,1000,7917,72,7239,0.5,100,100,1000,0
14472,32,29412,0.5,100,100,1000,14312,19,26239,0.5,100,100,1000,8774,147,10157,0.5,100,100,1000,19337,14,40868,0.5,100,100,1000,11714,49,23956,0.54,262,225,1118,13890,133,25667,0.5,100,100,1000,14003,159,15362,0.54,217,183,1043,13602,56,29970,0.5,100,100,1000,9415,120,12754,0.5,100,100,1000,10448,156,12492,0.5,100,100,1000,0
9082,154,12443,0.59,103,71,1026,9942,23,10395,0.62,154,96,1009,9009,24,15495,0.5,100,100,1000,9495,76,12757,0.5,100,100,1000,9787,49,19004,0.5,100,100,1000,8731,2,13303,0.5,100,100,1000,10863,159,15056,0.53,251,221,953,10428,87,11162,0.62,130,79,1011,6003,72,5235,0.5,100,100,1000,10419,110,20675,0.57,228,169,1033,0
7647,90,9148,0.5,100,100,1000,8989,37,6731,0.5,100,100,1000,8333,39,3732,0.5,100,100,1000,8477,63,8772,0.53,276,241,1102,8150,162,13789,0.54,285,240,1355,8268,2,9969,0.5,100,100,1000,7729,150,5266,0.56,258,203,1480,11293,9,14384,0.5,100,100,1000,4638,157,3157,0.5,100,100,1000,5786,130,4985,0.55,282,228,1597,0
13421,90,20462,0.5,100,100,1000,13667,146,17241,0.5,100,100,1000,14136,31,29155,0.5,100,100,1000,10100,149,16873,0.53,297,266,1053,14027,52,15898,0.5,100,100,1000,16890,11,26786,0.55,220,180,1077,15600,30,32496,0.54,222,188,1100,11959,159,24045,0.54,388,334,1035,11834,8,16798,0.53,347,311,1039,7016,72,3266,0.5,100,100,1000,1
9498,48,18207,0.5,100,100,1000,13281,103,20464,0.63,106,63,1070,10464,38,22290,0.5,100,100,1000,12497,86,19809,0.5,100,100,1000,10609,44,13810,0.5,100,100,1000,13865,49,28925,0.5,100,100,1000,16987,159,28385,0.5,100,100,1000,14216,51,30818,0.5,100,100,1000,6697,55,5736,0.5,100,100,1000,8947,84,9518,0.5,100,100,1000,0
4967,103,4267,0.5,100,100,1000,7863,153,11119,0.56,224,178,1019,6983,147,5616,0.5,100,100,1000,5625,29,4621,0.5,100,100,1000,5215,112,5783,0.5,100,100,1000,8243,126,15290,0.5,100,100,1000,4798,53,2153,0.5,100,100,1000,8791,51,13671,0.5,100,100,1000,3328,82,2684,0.5,100,100,1000,5259,72,2506,0.5,100,100,1000,0
7971,1,7541,0.5,100,100,1000,7001,23,7210,0.58,167,119,1099,7650,60,7745,0.5,100,100,1000,7568,143,4686,0.5,100,100,1000,6691,131,9824,0.5,100,100,1000,8158,38,10972,0.53,290,259,941,5321,111,5579,0.5,100,100,1000,10455,153,12143,0.5,100,100,1000,4652,157,4624,0.5,100,100,1000,8108,110,10748,0.53,216,192,1005,0
7761,49,6511,0.59,76,53,987,5796,105,4386,0.58,110,80,1066,8558,28,9477,0.54,161,135,1049,5952,144,1269,0.5,100,100,1000,7326,153,6096,0.5,100,100,1000,4765,126,5666,0.57,270,203,1555,8572,51,8311,0.58,212,152,1389,6685,150,7854,0.5,100,100,1000,5893,72,4047,0.54,261,226,1003,3749,98,2904,0.54,261,221,1017,1
10539,4,16279,0.6,200,131,1151,11622,61,23958,0.56,312,245,1558,10917,143,15746,0.53,442,397,1193,12066,76,13042,0.52,303,279,1018,9324,8,17057,0.57,178,137,1215,14107,49,30793,0.55,234,195,1312,12503,159,15028,0.56,258,203,1480,14412,51,28985,0.56,188,147,1195,7630,98,5116,0.5,100,100,1000,7414,130,4867,0.54,233,196,1147,0
14725,103,13808,0.5,100,100,1000,16829,4,30929,0.6,200,131,1151,17290,38,35114,0.5,100,100,1000,10627,67,12085,0.53,302,263,1093,17113,96,29977,0.5,100,100,1000,14174,11,22821,0.5,100,100,1000,16759,150,39996,0.52,456,414,1107,16168,9,36379,0.5,100,100,1000,11846,13,14061,0.53,290,253,1231,8662,98,7609,0.62,110,67,1041,1
14968,37,33356,0.5,100,100,1000,12456,114,18045,0.52,328,297,1083,16536,144,30040,0.5,100,100,1000,17597,41,31600,0.53,434,379,1542,14970,116,42154,0.52,347,314,1078,17468,123,38648,0.5,100,100,1000,15524,51,27471,0.53,458,410,1145,17195,138,39267,0.5,100,100,1000,9550,121,9394,0.5,100,100,1000,11283,163,32554,0.5,100,100,1000,0
9739,36,9534,0.5,100,100,1000,9971,106,12827,0.5,100,100,1000,12283,88,19376,0.5,100,100,1000,7610,67,8379,0.5,100,100,1000,12422,124,25049,0.5,100,100,1000,9797,3,11464,0.56,182,144,1149,13110,138,11433,0.59,120,85,1053,8389,159,14389,0.5,100,100,1000,6771,98,5514,0.5,100,100,1000,5402,78,2708,0.5,100,100,1000,1
8874,112,8386,0.5,100,100,1000,9498,48,10963,0.57,149,112,1080,8765,109,8033,0.5,100,100,1000,7768,149,8376,0.54,371,316,1575,12920,58,20809,0.5,100,100,1000,6582,151,12571,0.5,100,100,1000,11598,150,9709,0.54,197,170,1006,7960,10,6829,0.53,458,410,1145,6862,78,2625,0.5,100,100,1000,5747,95,3555,0.5,100,100,1000,1
13429,44,16884,0.5,100,100,1000,16246,103,24097,0.64,136,75,1434,16164,144,28174,0.54,250,213,1320,12163,38,35446,0.5,100,100,1000,14717,123,24290,0.5,100,100,1000,13232,52,19120,0.5,100,100,1000,17217,71,37957,0.55,165,136,1027,14154,30,33456,0.54,222,188,1100,10060,82,13726,0.53,216,188,1043,9709,55,17546,0.58,200,143,1341,1
12211,105,16908,0.56,211,167,1234,18436,48,28192,0.66,134,70,1437,11024,14,12154,0.5,100,100,1000,11424,29,17168,0.53,236,210,932,10860,162,19514,0.5,100,100,1000,13078,44,20611,0.5,100,100,1000,13611,150,20333,0.55,296,241,1195,13337,153,10969,0.55,172,140,1116,12258,110,24936,0.5,100,100,1000,9675,95,10058,0.55,280,233,1516,0
9150,148,10278,0.52,416,380,1046,7906,117,10871,0.5,100,100,1000,9758,62,10521,0.53,442,397,1193,7318,28,9083,0.5,100,100,1000,6890,91,19800,0.5,100,100,1000,9390,133,4991,0.66,134,70,1437,6156,30,8171,0.5,100,100,1000,13153,150,14341,0.55,229,185,1290,4440,17,4610,0.59,111,78,1098,6249,84,5298,0.5,100,100,1000,0
10175,49,16518,0.53,342,308,1116,12954,105,14917,0.56,211,167,1234,13735,63,23708,0.53,302,263,1093,12027,67,15004,0.52,401,367,1045,11646,70,18404,0.65,148,81,1179,9549,3,13178,0.55,296,241,1195,15424,159,27530,0.5,100,100,1000,10051,10,11253,0.54,325,280,1316,8438,72,8667,0.5,100,100,1000,8933,42,14915,0.56,174,135,1177,1
12145,117,24413,0.5,100,100,1000,11753,19,33572,0.5,100,100,1000,11231,109,12979,0.54,371,316,1575,11874,96,21504,0.5,100,100,1000,18928,49,36319,0.6,133,90,1197,12130,2,35630,0.57,221,168,1802,14045,138,31732,0.5,100,100,1000,12810,140,26043,0.5,100,100,1000,9852,72,10553,0.54,210,179,1109,9945,110,28846,0.5,100,100,1000,1
8842,61,15991,0.53,269,235,1091,6327,4,7881,0.58,154,111,1012,8458,63,7344,0.5,100,100,1000,6360,143,3066,0.5,100,100,1000,9011,20,12607,0.5,100,100,1000,8276,123,13266,0.5,100,100,1000,9878,138,18091,0.55,240,197,1231,8006,53,8785,0.5,100,100,1000,6640,98,5850,0.5,100,100,1000,4568,101,2775,0.52,295,267,970,1
8795,35,10292,0.5,100,100,1000,13642,59,20871,0.56,182,144,1149,8524,86,9653,0.5,100,100,1000,12374,14,14382,0.5,100,100,1000,5807,126,7155,0.5,100,100,1000,9987,91,11207,0.5,100,100,1000,12211,51,23293,0.5,100,100,1000,9339,159,11424,0.5,100,100,1000,5243,130,2887,0.5,100,100,1000,7264,98,5024,0.5,100,100,1000,0
13509,96,21452,0.5,100,100,1000,13573,87,20924,0.6,200,131,1151,10025,28,9433,0.51,437,413,1074,11813,143,16579,0.56,175,137,1330,9495,162,19178,0.5,100,100,1000,12707,2,16372,0.65,148,81,1179,10476,51,12265,0.53,349,314,1194,14013,150,20330,0.53,458,410,1145,6750,125,7779,0.67,74,36,1007,8251,15,11251,0.53,347,311,1039,0
9702,43,11120,0.5,100,100,1000,9460,80,21302,0.5,100,100,1000,13276,24,17685,0.5,100,100,1000,7795,27,7113,0.5,100,100,1000,12860,123,23011,0.5,100,100,1000,5563,161,4912,0.5,100,100,1000,10322,104,11005,0.5,100,100,1000,10649,159,19975,0.5,100,100,1000,10795,110,23477,0.56,134,106,1047,6289,156,6553,0.5,100,100,1000,1
18174,117,26723,0.5,100,100,1000,14964,8,56821,0.5,100,100,1000,21017,56,58044,0.57,153,116,1005,17382,31,33911,0.5,100,100,1000,12722,96,21797,0.5,100,100,1000,14700,131,26811,0.58,179,128,1282,15103,138,26333,0.55,240,197,1231,17381,150,39499,0.5,100,100,1000,9680,98,6691,0.5,100,100,1000,9064,84,8825,0.5,100,100,1000,1
9543,154,10238,0.5,100,100,1000,9278,90,10717,0.55,205,171,1021,7735,39,12243,0.53,251,221,953,10824,152,17312,0.5,100,100,1000,9226,124,14417,0.5,100,100,1000,7109,2,12348,0.5,100,100,1000,7491,53,8365,0.5,100,100,1000,11098,51,17208,0.5,100,100,1000,5411,151,15801,0.5,100,100,1000,7013,161,2643,0.5,100,100,1000,0
15832,105,32149,0.56,211,167,1234,7467,148,6700,0.52,416,380,1046,9763,143,9040,0.54,315,272,1178,6294,67,5985,0.53,302,263,1093,12832,126,29131,0.56,260,204,1534,9313,91,17112,0.57,277,209,1373,12996,26,16520,0.57,270,203,1555,12098,51,18556,0.55,296,241,1195,7746,84,5972,0.5,100,100,1000,6990,130,5936,0.63,186,111,1702,1
9435,36,18638,0.5,100,100,1000,9922,117,16553,0.5,100,100,1000,8367,89,10709,0.5,100,100,1000,9071,67,14240,0.5,100,100,1000,7047,154,13288,0.5,100,100,1000,8076,139,14617,0.59,111,78,1098,6890,122,8606,0.5,100,100,1000,13907,51,32359,0.5,100,100,1000,5922,95,5661,0.5,100,100,1000,6972,130,7669,0.55,187,153,1090,0
10266,32,10206,0.5,100,100,1000,9843,116,11941,0.52,347,314,1078,10998,60,14212,0.63,206,123,1240,8746,144,9534,0.54,371,316,1575,9835,124,13934,0.57,165,127,1079,8006,20,9473,0.5,100,100,1000,11528,30,18412,0.52,393,369,1045,8233,53,6856,0.53,368,327,1068,6796,55,11414,0.54,333,280,1367,4856,98,3159,0.54,284,240,1275,1
16083,158,37679,0.5,100,100,1000,14296,61,39743,0.5,100,100,1000,13164,76,25994,0.5,100,100,1000,16676,67,45467,0.5,100,100,1000,16122,155,43216,0.5,100,100,1000,15829,117,42342,0.59,111,78,1098,17696,30,36172,0.5,100,100,1000,14356,71,23136,0.5,100,100,1000,11584,122,41858,0.5,100,100,1000,10819,82,16800,0.55,187,153,1090,1
11313,93,25740,0.6,128,84,1363,10304,21,13733,0.5,100,100,1000,8864,60,9431,0.5,100,100,1000,14829,29,35363,0.5,100,100,1000,8167,123,14718,0.5,100,100,1000,10508,158,17329,0.5,100,100,1000,9665,159,12279,0.54,174,149,1002,13997,18,30123,0.5,100,100,1000,6662,84,5601,0.5,100,100,1000,10698,73,16051,0.5,100,100,1000,0
5863,74,7341,0.5,100,100,1000,5860,123,7606,0.53,290,259,941,7005,47,7512,0.57,127,96,1065,5768,144,5940,0.53,302,263,1093,7903,20,8540,0.55,201,164,1399,5301,61,4924,0.54,333,280,1367,12956,26,17682,0.5,100,100,1000,5236,79,6901,0.5,100,100,1000,5672,84,4740,0.5,100,100,1000,3930,125,3578,0.5,100,100,1000,1
13933,36,24867,0.5,100,100,1000,10448,52,13925,0.5,100,100,1000,10107,47,14855,0.5,100,100,1000,15159,38,30053,0.5,100,100,1000,8950,126,10623,0.5,100,100,1000,11479,106,20527,0.5,100,100,1000,13214,159,16623,0.5,100,100,1000,15060,30,42142,0.54,217,183,1043,7285,161,6385,0.5,100,100,1000,9300,82,8901,0.5,100,100,1000,0
13141,37,19935,0.5,100,100,1000,12257,123,21027,0.61,114,73,1242,15992,143,26343,0.55,240,200,1192,13895,47,24012,0.58,174,127,1230,14368,66,26840,0.5,100,100,1000,12366,20,19160,0.52,412,380,1067,14261,21,27020,0.56,177,137,1104,21547,131,59825,0.52,296,269,1098,11282,110,28216,0.5,100,100,1000,11451,95,15441,0.54,267,224,1126,0
11800,36,16746,0.5,100,100,1000,10046,114,17015,0.5,100,100,1000,10890,60,16212,0.54,369,317,1010,12372,28,18770,0.53,291,261,1003,10656,74,13714,0.5,100,100,1000,15546,127,19057,0.5,100,100,1000,8640,138,10882,0.5,100,100,1000,12766,53,14786,0.5,100,100,1000,7222,141,14021,0.5,100,100,1000,13123,123,26916,0.6,200,131,1151,0
6543,125,8729,0.5,100,100,1000,13255,64,15791,0.61,110,69,1145,8849,86,10785,0.53,423,379,1064,10296,39,13387,0.5,100,100,1000,10054,158,21497,0.5,100,100,1000,10196,145,21612,0.5,100,100,1000,6848,118,10146,0.5,100,100,1000,15510,138,25602,0.5,100,100,1000,5245,98,4634,0.5,100,100,1000,8213,8,9403,0.5,100,100,1000,0
5793,92,9510,0.62,98,61,1018,6762,117,8652,0.5,100,100,1000,7123,148,11964,0.5,100,100,1000,5375,67,6831,0.5,100,100,1000,5127,153,4042,0.5,100,100,1000,6183,20,9502,0.5,100,100,1000,9109,159,13455,0.5,100,100,1000,3954,51,3576,0.5,100,100,1000,5789,72,7624,0.55,172,138,1014,4453,46,2537,0.5,100,100,1000,1
10856,32,16198,0.57,194,148,1187,16553,61,33566,0.58,205,149,1335,14277,27,19973,0.57,182,135,1205,12974,143,19495,0.53,302,263,1093,18880,124,31628,0.5,100,100,1000,12092,2,23179,0.5,100,100,1000,17697,71,32829,0.57,162,124,1206,12992,51,17411,0.57,270,203,1555,9431,82,7807,0.54,284,240,1275,9462,95,8671,0.5,100,100,1000,1
12143,117,11466,0.5,100,100,1000,18746,4,45384,0.5,100,100,1000,12825,77,12406,0.5,100,100,1000,15838,60,27000,0.58,127,93,1034,17976,134,34828,0.5,100,100,1000,12168,2,16060,0.5,100,100,1000,11764,71,19732,0.5,100,100,1000,15182,159,30550,0.5,100,100,1000,8670,82,7007,0.5,100,100,1000,9763,156,9885,0.5,100,100,1000,0
5434,61,6591,0.5,100,100,1000,5574,48,4441,0.57,149,112,1080,4774,144,2591,0.5,100,100,1000,6544,60,7160,0.5,100,100,1000,5347,142,4343,0.5,100,100,1000,6881,2,7594,0.57,277,209,1373,5120,9,4549,0.57,270,203,1555,9490,51,13049,0.58,212,152,1389,4188,84,3771,0.5,100,100,1000,5366,95,3904,0.5,100,100,1000,0
14193,44,29405,0.52,328,297,1083,13984,49,28188,0.5,100,100,1000,10545,136,14092,0.5,100,100,1000,14924,86,23703,0.53,457,399,1561,11460,36,15997,0.5,100,100,1000,20130,123,45248,0.5,100,100,1000,14841,30,48083,0.54,222,188,1100,13610,26,18165,0.5,100,100,1000,7527,84,7580,0.5,100,100,1000,8661,128,5323,0.5,100,100,1000,0
13169,52,27404,0.5,100,100,1000,16093,40,37238,0.5,100,100,1000,18645,38,50002,0.54,246,208,1232,13568,47,21782,0.5,100,100,1000,16912,153,25522,0.5,100,100,1000,13420,96,28449,0.5,100,100,1000,15760,108,30981,0.55,197,161,1046,14778,87,25865,0.5,100,100,1000,8331,15,10205,0.5,100,100,1000,9096,46,7012,0.5,100,100,1000,1
11768,20,17773,0.5,100,100,1000,21953,49,54188,0.5,100,100,1000,19909,56,54874,0.5,100,100,1000,15082,38,38239,0.57,221,168,1802,18055,131,36360,0.5,100,100,1000,18347,162,30862,0.54,285,240,1355,14760,51,20092,0.53,263,234,1061,14383,9,18181,0.52,401,367,1045,8406,84,6673,0.5,100,100,1000,8623,130,8511,0.53,290,259,941,0
7094,105,6934,0.58,110,80,1066,8545,61,12855,0.5,100,100,1000,6582,47,7609,0.5,100,100,1000,9117,86,12169,0.5,100,100,1000,6313,123,4927,0.56,165,130,1007,8770,96,14631,0.5,100,100,1000,7194,108,7327,0.5,100,100,1000,13219,53,14073,0.58,132,96,1015,4715,95,4797,0.58,127,92,1040,6200,5,4632,0.55,282,228,1597,0
11343,93,25898,0.5,100,100,1000,13197,129,22413,0.5,100,100,1000,15559,127,40353,0.57,214,162,1514,22438,14,43654,0.54,250,213,1320,11870,2,28840,0.52,412,380,1067,16400,11,44078,0.55,361,299,1656,16244,159,24976,0.5,100,100,1000,14254,50,22403,0.51,437,413,1074,8734,72,8500,0.5,100,100,1000,9371,68,8631,0.58,132,97,1108,0
12816,43,23357,0.5,100,100,1000,8430,40,10421,0.5,100,100,1000,12767,28,18399,0.5,100,100,1000,8744,47,8445,0.5,100,100,1000,8275,55,18481,0.5,100,100,1000,10025,140,25426,0.5,100,100,1000,13017,18,21507,0.5,100,100,1000,10456,138,19829,0.54,205,175,1008,7706,46,4092,0.5,100,100,1000,5665,130,4885,0.5,100,100,1000,1
13118,80,21693,0.5,100,100,1000,9092,21,12365,0.5,100,100,1000,11764,157,16293,0.5,100,100,1000,12972,90,22124,0.54,161,135,1049,11652,141,16840,0.5,100,100,1000,9695,27,13248,0.5,100,100,1000,16949,159,51485,0.5,100,100,1000,16279,138,40233,0.5,100,100,1000,8801,156,9470,0.5,100,100,1000,8720,98,8249,0.5,100,100,1000,1
13575,103,20135,0.5,100,100,1000,10595,19,18920,0.59,103,71,1026,14322,38,31397,0.55,240,200,1192,8063,47,10354,0.5,100,100,1000,15468,49,33049,0.55,361,299,1656,13641,66,21856,0.53,406,363,1246,14682,18,19413,0.5,100,100,1000,11342,138,22358,0.5,100,100,1000,8491,73,7851,0.5,100,100,1000,5950,84,6919,0.56,174,135,1177,1
8918,94,15923,0.5,100,100,1000,15369,43,39956,0.5,100,100,1000,12014,47,18957,0.5,100,100,1000,14072,24,26190,0.54,230,195,1002,16284,2,36232,0.5,100,100,1000,13170,123,24318,0.5,100,100,1000,9456,122,22204,0.5,100,100,1000,11103,150,26829,0.5,100,100,1000,7809,120,15262,0.5,100,100,1000,8296,121,6385,0.5,100,100,1000,0
14088,52,30457,0.5,100,100,1000,13495,117,19441,0.5,100,100,1000,14165,63,27105,0.5,100,100,1000,14187,144,22589,0.5,100,100,1000,10010,145,23861,0.5,100,100,1000,15278,91,31606,0.5,100,100,1000,13693,30,21136,0.5,100,100,1000,17734,150,27408,0.54,301,252,1013,6857,84,8505,0.5,100,100,1000,9614,15,9951,0.5,100,100,1000,0
9413,48,9485,0.58,205,149,1335,4954,52,5374,0.56,312,245,1558,8987,90,4495,0.5,100,100,1000,4837,149,464,0.5,100,100,1000,8449,91,4785,0.5,100,100,1000,4984,2,2772,0.55,445,371,1847,7139,159,8294,0.5,100,100,1000,7274,150,7483,0.5,100,100,1000,5069,156,4058,0.5,100,100,1000,4596,98,3335,0.5,100,100,1000,1
13787,117,23934,0.5,100,100,1000,15367,36,28092,0.5,100,100,1000,15775,47,19971,0.5,100,100,1000,15361,39,32919,0.5,100,100,1000,17348,123,47693,0.5,100,100,1000,13107,2,43465,0.5,100,100,1000,19899,51,48320,0.5,100,100,1000,15345,159,37829,0.5,100,100,1000,11549,98,12512,0.5,100,100,1000,12595,110,34969,0.5,100,100,1000,1
10605,48,11189,0.5,100,100,1000,10204,43,13157,0.58,139,102,1004,12242,60,17461,0.5,100,100,1000,8971,62,8464,0.5,100,100,1000,13114,24,25186,0.5,100,100,1000,9297,123,16841,0.5,100,100,1000,13790,138,23754,0.5,100,100,1000,10287,150,15383,0.5,100,100,1000,8144,84,10000,0.54,261,226,1003,6795,95,4687,0.5,100,100,1000,1
10969,1,15494,0.5,100,100,1000,8777,74,14643,0.54,371,316,1575,14406,144,17782,0.55,240,200,1192,12202,100,22427,0.5,100,100,1000,14998,58,25290,0.5,100,100,1000,12158,145,30964,0.5,100,100,1000,14206,53,16211,0.5,100,100,1000,13626,135,20811,0.5,100,100,1000,11781,163,21919,0.5,100,100,1000,7430,95,7954,0.5,100,100,1000,1
8764,158,13962,0.5,100,100,1000,9131,48,9178,0.54,325,274,1299,7267,143,8198,0.57,221,168,1802,12103,47,15141,0.5,100,100,1000,7958,126,15111,0.54,285,240,1355,9715,3,9861,0.54,372,317,1471,8295,26,9483,0.5,100,100,1000,9037,160,15493,0.54,267,224,1126,4671,130,3952,0.5,100,100,1000,6161,84,5464,0.58,200,143,1341,0
6138,49,9616,0.57,277,209,1373,8185,139,11432,0.56,211,167,1234,6692,31,5442,0.53,442,397,1193,8889,86,9708,0.55,222,182,982,5857,90,5925,0.53,320,285,1092,6548,34,6347,0.54,180,153,1011,6010,30,6481,0.5,100,100,1000,7927,159,9279,0.5,100,100,1000,5312,13,6465,0.5,100,100,1000,5691,55,7225,0.54,333,280,1367,0
15467,52,36489,0.6,133,90,1197,15010,21,41801,0.5,100,100,1000,18364,86,53473,0.5,100,100,1000,13795,38,26853,0.5,100,100,1000,15317,58,34458,0.5,100,100,1000,18368,49,48086,0.5,100,100,1000,17205,26,29945,0.5,100,100,1000,17220,51,25897,0.58,271,196,1868,11275,98,15553,0.54,210,179,1109,11327,110,22622,0.5,100,100,1000,0
15053,96,27974,0.5,100,100,1000,13623,74,31032,0.5,100,100,1000,13450,143,20401,0.54,315,272,1178,12216,63,22598,0.5,100,100,1000,15660,2,33199,0.55,234,195,1312,11844,126,33609,0.56,260,204,1534,16829,150,29916,0.58,141,103,1340,17439,87,26951,0.5,100,100,1000,9441,98,10318,0.5,100,100,1000,8434,121,8427,0.53,349,314,1194,1
7042,146,7401,0.5,100,100,1000,10729,74,18970,0.61,114,73,1242,10579,56,27088,0.5,100,100,1000,14483,14,19679,0.57,153,116,1005,11447,49,15778,0.57,163,121,1306,14263,107,24098,0.5,100,100,1000,12096,108,19843,0.5,100,100,1000,13142,26,9978,0.5,100,100,1000,7203,95,8172,0.5,100,100,1000,7480,84,8873,0.5,100,100,1000,0
7004,139,9622,0.5,100,100,1000,10961,42,15584,0.5,100,100,1000,11509,39,13991,0.5,100,100,1000,12758,127,14440,0.65,93,49,1309,9188,145,16789,0.5,100,100,1000,10247,134,11601,0.5,100,100,1000,8627,51,11093,0.52,456,414,1107,14977,54,18885,0.5,100,100,1000,6439,78,2986,0.5,100,100,1000,7108,130,4095,0.5,100,100,1000,0
7964,8,7665,0.5,100,100,1000,6704,105,739,0.56,131,101,1044,11224,67,12118,0.55,247,202,1313,6769,41,4203,0.57,126,95,1007,8648,123,8466,0.5,100,100,1000,7155,124,8536,0.5,100,100,1000,9883,9,9838,0.5,100,100,1000,10109,150,15463,0.52,456,414,1107,8712,110,13366,0.54,333,280,1367,4934,98,3828,0.58,200,143,1341,1
8506,74,14536,0.5,100,100,1000,8828,52,16098,0.53,331,291,1053,14605,39,22965,0.53,273,239,1034,12713,144,15172,0.5,100,100,1000,13216,66,27817,0.5,100,100,1000,9715,2,10567,0.55,361,299,1656,13521,51,27822,0.58,212,152,1389,10145,159,13829,0.56,197,155,1285,9590,15,10512,0.55,280,233,1516,8045,141,20200,0.5,100,100,1000,1
