TeamBlueTopChampionName,TeamBlueTopWinRate,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopChampionName,TeamRedTopWinRate,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleChampionName,TeamBlueJungleWinRate,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleChampionName,TeamRedJungleWinRate,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidChampionName,TeamBlueMidWinRate,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidChampionName,TeamRedMidWinRate,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCChampionName,TeamBlueADCWinRate,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCChampionName,TeamRedADCWinRate,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportChampionName,TeamBlueSupportWinRate,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportChampionName,TeamRedSupportWinRate,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints,GoldBalanceTop,GoldBalanceJungle,GoldBalanceMid,GoldBalanceADC,GoldBalanceSupport,DamageBalanceTop,DamageBalanceJungle,DamageBalanceMid,DamageBalanceADC,DamageBalanceSupport
48,0.5,100,100,1000,67,0.5,100,100,1000,86,0.5,100,100,1000,144,0.5,100,100,1000,131,0.5,100,100,1000,34,0.52,393,369,1045,53,0.54,197,170,1006,51,0.5,100,100,1000,84,0.5,100,100,1000,98,0.58,200,143,1341,-2784,-2860,3926,-3923,-2183,-105,-1099,2619,-8830,-2421
90,0.5,100,100,1000,48,0.5,100,100,1000,89,0.5,100,100,1000,38,0.5,100,100,1000,96,0.5,100,100,1000,158,0.6,121,82,1115,30,0.56,231,184,1377,53,0.56,233,186,1219,141,0.5,100,100,1000,130,0.5,100,100,1000,291,1172,4159,3441,2213,-102,2957,7619,2696,13819
40,0.5,100,100,1000,148,0.52,416,380,1046,39,0.5,100,100,1000,86,0.5,100,100,1000,2,0.5,100,100,1000,154,0.74,80,28,1106,30,0.54,222,188,1100,118,0.5,100,100,1000,110,0.5,100,100,1000,95,0.5,100,100,1000,-1046,-2934,-1705,-4435,-1338,-3108,-2532,-551,-1577,-658
90,0.56,312,245,1558,52,0.57,239,179,1522,104,0.5,100,100,1000,14,0.54,250,213,1320,61,0.5,100,100,1000,3,0.54,180,153,1011,150,0.56,221,173,1136,138,0.56,233,186,1219,110,0.54,333,280,1367,98,0.55,226,185,1099,5898,440,3,3487,1628,14441,-3756,-2266,4180,3950
49,0.5,100,100,1000,157,0.5,100,100,1000,143,0.57,127,96,1065,14,0.53,297,266,1053,2,0.5,100,100,1000,20,0.52,412,380,1067,53,0.59,111,78,1098,30,0.53,438,391,1173,95,0.5,100,100,1000,120,0.5,100,100,1000,8623,398,4038,2621,1786,23468,-1787,7451,-2715,93
32,0.5,100,100,1000,48,0.5,100,100,1000,41,0.53,434,379,1542,67,0.56,201,157,1076,162,0.54,285,240,1355,34,0.53,327,289,1067,30,0.54,222,188,1100,150,0.55,296,241,1195,16,0.57,153,116,1005,98,0.54,203,172,1100,9685,1339,139,-310,-379,24738,10656,1171,969,3468
117,0.5,100,100,1000,40,0.53,269,235,1091,67,0.5,100,100,1000,104,0.53,434,379,1542,33,0.5,100,100,1000,2,0.5,100,100,1000,159,0.57,163,124,1141,51,0.54,301,252,1013,121,0.5,100,100,1000,72,0.67,74,36,1007,-5857,-7070,206,2953,-937,-34918,-24335,-10734,4767,-1934
90,0.5,100,100,1000,4,0.5,100,100,1000,39,0.5,100,100,1000,38,0.5,100,100,1000,2,0.5,100,100,1000,33,0.5,100,100,1000,111,0.5,100,100,1000,9,0.59,120,85,1053,121,0.5,100,100,1000,95,0.5,100,100,1000,-3902,1798,3202,-6921,-5686,-14417,8578,7617,-6603,-6189
49,0.5,100,100,1000,48,0.62,147,90,1014,136,0.5,100,100,1000,29,0.53,442,397,1193,162,0.5,100,100,1000,8,0.5,100,100,1000,108,0.52,296,269,1098,51,0.5,100,100,1000,5,0.5,100,100,1000,46,0.5,100,100,1000,2363,-910,1013,-3186,-2054,14993,-20454,2881,-12534,4294
83,0.5,100,100,1000,35,0.5,100,100,1000,93,0.5,100,100,1000,39,0.55,187,153,1090,145,0.5,100,100,1000,2,0.54,210,179,1109,65,0.5,100,100,1000,78,0.5,100,100,1000,72,0.5,100,100,1000,110,0.59,111,78,1098,-9611,196,3170,-686,-4560,-20657,-4262,19582,14678,-42810
61,0.58,167,119,1099,90,0.5,100,100,1000,136,0.5,100,100,1000,24,0.54,244,211,1080,93,0.6,201,132,1639,131,0.58,124,88,1157,9,0.5,100,100,1000,51,0.55,155,126,979,130,0.63,206,123,1240,110,0.54,333,280,1367,4502,2169,307,637,620,13867,-572,6069,1091,-4462
129,0.5,100,100,1000,47,0.57,239,179,1522,144,0.56,315,250,1059,67,0.5,100,100,1000,2,0.5,100,100,1000,140,0.6,201,132,1639,159,0.56,139,110,1143,150,0.5,100,100,1000,55,0.53,349,314,1194,110,0.5,100,100,1000,-5957,-849,-4870,-1861,-4153,-6250,-931,-9279,-562,-7181
38,0.5,100,100,1000,21,0.5,100,100,1000,109,0.5,100,100,1000,60,0.5,100,100,1000,49,0.5,100,100,1000,123,0.5,100,100,1000,51,0.5,100,100,1000,150,0.5,100,100,1000,130,0.54,172,146,1004,102,0.52,504,463,1003,2151,-683,5370,2122,781,12880,-3312,15891,8545,-281
105,0.56,211,167,1234,4,0.6,200,131,1151,56,0.57,153,116,1005,38,0.55,280,233,1516,158,0.54,274,232,1101,103,0.5,100,100,1000,159,0.5,100,100,1000,131,0.55,445,371,1847,98,0.54,233,196,1147,8,0.5,100,100,1000,-337,-1190,-1889,-2959,-338,-1973,-1480,-488,-453,-634
117,0.5,100,100,1000,1,0.5,100,100,1000,39,0.5,100,100,1000,69,0.5,100,100,1000,146,0.5,100,100,1000,58,0.5,100,100,1000,30,0.5,100,100,1000,150,0.5,100,100,1000,110,0.5,100,100,1000,95,0.54,240,201,1092,-1274,1156,3650,2270,2397,-10211,2827,3865,989,7282
25,0.5,100,100,1000,74,0.59,149,105,1207,24,0.5,100,100,1000,47,0.5,100,100,1000,49,0.5,100,100,1000,2,0.5,100,100,1000,139,0.5,100,100,1000,50,0.5,100,100,1000,82,0.5,100,100,1000,16,0.5,100,100,1000,-6667,-1339,-786,-2689,-1865,-10429,-2649,-1223,-4806,-5955
74,0.5,100,100,1000,92,0.56,183,144,1223,47,0.57,271,204,1286,29,0.53,442,397,1193,34,0.5,100,100,1000,117,0.5,100,100,1000,150,0.5,100,100,1000,51,0.59,139,97,1092,98,0.5,100,100,1000,84,0.5,100,100,1000,-273,955,-978,4761,879,5526,13247,3617,16560,-860
61,0.5,100,100,1000,105,0.64,136,75,1434,144,0.55,240,200,1192,38,0.58,174,127,1230,2,0.52,419,380,1212,140,0.52,412,380,1067,26,0.5,100,100,1000,138,0.55,180,146,986,102,0.5,100,100,1000,84,0.53,290,259,941,-4246,7520,-5426,3742,1443,-2226,15698,-11693,2305,-3845
129,0.5,100,100,1000,146,0.5,100,100,1000,63,0.5,100,100,1000,41,0.5,100,100,1000,124,0.5,100,100,1000,20,0.52,412,380,1067,159,0.53,251,221,953,131,0.5,100,100,1000,101,0.5,100,100,1000,98,0.53,423,379,1064,-4094,-5238,-1413,-3429,-1591,2844,-3671,-8187,2672,-922
12,0.5,100,100,1000,61,0.5,100,100,1000,14,0.5,100,100,1000,76,0.5,100,100,1000,44,0.5,100,100,1000,91,0.54,174,149,1002,159,0.5,100,100,1000,26,0.5,100,100,1000,125,0.5,100,100,1000,95,0.5,100,100,1000,-4979,-3647,-751,-627,-4747,-4254,-7353,-8560,-345,-3891
105,0.5,100,100,1000,103,0.66,134,70,1437,144,0.5,100,100,1000,67,0.52,400,364,1111,2,0.57,207,159,1209,153,0.5,100,100,1000,51,0.5,100,100,1000,124,0.5,100,100,1000,84,0.54,233,196,1147,46,0.5,100,100,1000,-5119,-4574,-2044,-1937,-931,-4905,-4992,-1061,-5810,1049
90,0.54,230,195,1002,61,0.57,164,126,1137,27,0.5,100,100,1000,47,0.5,100,100,1000,123,0.5,100,100,1000,145,0.58,174,127,1230,21,0.5,100,100,1000,159,0.5,100,100,1000,110,0.5,100,100,1000,8,0.5,100,100,1000,-2293,-2050,-2529,-4644,-374,-7145,-3526,-8108,-11976,1686
133,0.5,100,100,1000,90,0.55,205,171,1021,69,0.5,100,100,1000,63,0.53,457,399,1561,158,0.5,100,100,1000,70,0.52,412,380,1067,159,0.57,270,203,1555,51,0.58,212,152,1389,72,0.54,261,226,1003,130,0.5,100,100,1000,-5598,-3057,-1730,-847,-1438,-15605,-4683,3312,6163,9
38,0.5,100,100,1000,74,0.5,100,100,1000,104,0.5,100,100,1000,29,0.5,100,100,1000,162,0.56,231,184,1377,49,0.57,277,209,1373,150,0.5,100,100,1000,53,0.55,229,185,1290,72,0.5,100,100,1000,98,0.5,100,100,1000,4243,2120,-878,5011,2551,5796,-1046,-3403,11367,1824
38,0.53,290,259,941,60,0.6,200,131,1151,62,0.63,107,62,1136,143,0.5,100,100,1000,75,0.5,100,100,1000,20,0.53,331,291,1053,26,0.5,100,100,1000,51,0.56,211,167,1234,15,0.55,305,252,1424,130,0.5,100,100,1000,1702,2383,110,127,-1000,12517,17913,8751,-5012,-956
125,0.5,100,100,1000,40,0.5,100,100,1000,158,0.5,100,100,1000,113,0.5,100,100,1000,162,0.5,100,100,1000,153,0.5,100,100,1000,79,0.5,100,100,1000,56,0.53,266,234,1011,5,0.5,100,100,1000,82,0.5,100,100,1000,-3433,4418,320,-192,-1655,-6089,12689,6961,-37120,-5565
106,0.5,100,100,1000,48,0.5,100,100,1000,99,0.6,128,84,1363,47,0.5,100,100,1000,52,0.54,174,149,1002,145,0.5,100,100,1000,71,0.5,100,100,1000,53,0.5,100,100,1000,82,0.5,100,100,1000,78,0.5,100,100,1000,-1034,-1656,-2837,-2408,-2509,6573,2711,-23721,-16435,4916
61,0.5,100,100,1000,74,0.61,110,69,1145,14,0.54,369,317,1010,67,0.51,437,413,1074,158,0.5,100,100,1000,11,0.5,100,100,1000,150,0.53,349,314,1194,138,0.5,100,100,1000,72,0.54,232,198,1014,8,0.52,279,254,1002,-3376,1353,7897,-1649,2877,-8321,1260,26337,4822,-4149
52,0.5,100,100,1000,106,0.5,100,100,1000,67,0.52,400,364,1111,60,0.54,369,317,1010,55,0.5,100,100,1000,134,0.5,100,100,1000,54,0.5,100,100,1000,135,0.5,100,100,1000,84,0.53,334,299,942,110,0.5,100,100,1000,4268,1723,-3861,6925,1045,8634,2328,-6115,13712,-1414
44,0.61,110,69,1145,7,0.63,107,62,1136,41,0.53,434,379,1542,67,0.56,175,137,1330,2,0.5,100,100,1000,66,0.5,100,100,1000,150,0.5,100,100,1000,138,0.5,100,100,1000,102,0.5,100,100,1000,98,0.54,233,196,1147,2871,1810,-4209,-4395,-2001,6474,5663,-16232,-1063,342
61,0.66,134,70,1437,105,0.56,211,167,1234,143,0.5,100,100,1000,104,0.53,434,379,1542,131,0.53,351,308,1225,2,0.54,262,225,1118,138,0.56,258,203,1480,51,0.58,212,152,1389,10,0.6,84,57,1192,110,0.5,100,100,1000,1535,-2752,4027,4563,1671,9525,-12658,788,12785,9499
129,0.5,100,100,1000,40,0.5,100,100,1000,157,0.5,100,100,1000,47,0.5,100,100,1000,98,0.5,100,100,1000,106,0.5,100,100,1000,61,0.5,100,100,1000,51,0.5,100,100,1000,110,0.5,100,100,1000,95,0.58,137,98,1013,-3822,-3323,-1737,-5424,-1775,627,-4022,-2962,-4602,-3115
94,0.5,100,100,1000,61,0.5,100,100,1000,86,0.5,100,100,1000,149,0.5,100,100,1000,158,0.5,100,100,1000,154,0.5,100,100,1000,51,0.5,100,100,1000,159,0.5,100,100,1000,78,0.5,100,100,1000,98,0.55,174,142,1070,-8772,1460,4360,701,-875,-25304,4136,32107,22755,-3791
49,0.5,100,100,1000,74,0.56,197,155,1054,56,0.5,100,100,1000,67,0.54,372,317,1471,131,0.56,221,173,1136,126,0.56,260,204,1534,51,0.5,100,100,1000,9,0.5,100,100,1000,15,0.56,271,211,1508,130,0.52,295,267,970,-690,-830,-1328,554,-2273,11754,39766,-15167,-2159,617
74,0.5,100,100,1000,7,0.63,107,62,1136,144,0.5,100,100,1000,60,0.5,100,100,1000,151,0.5,100,100,1000,154,0.5,100,100,1000,30,0.5,100,100,1000,51,0.5,100,100,1000,55,0.57,119,89,982,120,0.5,100,100,1000,-2834,544,826,-2005,1623,-2592,9887,8938,7234,7065
44,0.5,100,100,1000,14,0.54,220,188,1018,77,0.5,100,100,1000,99,0.53,216,188,1043,146,0.5,100,100,1000,96,0.5,100,100,1000,159,0.5,100,100,1000,51,0.5,100,100,1000,95,0.5,100,100,1000,72,0.5,100,100,1000,-4262,-648,-644,-3276,-1304,-11664,-3573,-2201,-4838,-1566
38,0.5,100,100,1000,35,0.5,100,100,1000,47,0.5,100,100,1000,86,0.5,100,100,1000,31,0.5,100,100,1000,66,0.5,100,100,1000,139,0.5,100,100,1000,53,0.5,100,100,1000,78,0.53,273,239,1034,13,0.5,100,100,1000,-7927,5037,-6724,1455,-2792,-16123,34271,-5194,9499,-11238
116,0.52,347,314,1078,43,0.5,100,100,1000,86,0.5,100,100,1000,63,0.5,100,100,1000,8,0.5,100,100,1000,58,0.5,100,100,1000,10,0.5,100,100,1000,30,0.54,222,188,1100,78,0.5,100,100,1000,110,0.5,100,100,1000,137,5362,1267,-4013,-4273,2085,25488,10760,-20755,-15105
44,0.5,100,100,1000,61,0.5,100,100,1000,56,0.57,126,95,1007,14,0.5,100,100,1000,11,0.5,100,100,1000,20,0.54,226,193,1183,26,0.5,100,100,1000,30,0.54,222,188,1100,84,0.54,267,224,1126,55,0.56,271,211,1508,643,-311,-2597,-6505,-2055,-8530,9622,-4122,-13366,-5590
48,0.5,100,100,1000,105,0.5,100,100,1000,47,0.56,167,133,1007,27,0.5,100,100,1000,154,0.5,100,100,1000,4,0.5,100,100,1000,53,0.5,100,100,1000,9,0.5,100,100,1000,84,0.5,100,100,1000,130,0.59,152,106,1021,3645,1609,2736,6478,2315,8645,-4448,-8159,14825,-125
37,0.5,100,100,1000,11,0.5,100,100,1000,86,0.5,100,100,1000,104,0.5,100,100,1000,20,0.5,100,100,1000,66,0.5,100,100,1000,30,0.5,100,100,1000,150,0.57,148,112,1020,98,0.5,100,100,1000,102,0.5,100,100,1000,-2853,-629,2215,-4910,-367,-10948,5521,4194,-9958,343
61,0.5,100,100,1000,131,0.5,100,100,1000,67,0.5,100,100,1000,76,0.5,100,100,1000,52,0.5,100,100,1000,106,0.53,457,399,1561,51,0.5,100,100,1000,26,0.5,100,100,1000,130,0.5,100,100,1000,110,0.5,100,100,1000,1779,-831,2034,3543,375,-696,930,-830,4209,-2145
61,0.5,100,100,1000,90,0.5,100,100,1000,136,0.5,100,100,1000,28,0.5,100,100,1000,93,0.5,100,100,1000,127,0.5,100,100,1000,26,0.5,100,100,1000,87,0.53,266,234,1011,55,0.5,100,100,1000,17,0.5,100,100,1000,2765,1751,-2677,6676,1794,10934,-1863,-2002,14654,2688
90,0.5,100,100,1000,49,0.59,123,84,1129,143,0.58,104,75,1030,86,0.5,100,100,1000,2,0.5,100,100,1000,70,0.5,100,100,1000,9,0.52,300,274,899,50,0.55,240,197,1231,72,0.56,234,181,1035,5,0.53,334,299,942,-640,-5212,-4492,-207,-173,-2607,-5900,-8951,6339,1095
37,0.5,100,100,1000,1,0.53,290,259,941,149,0.5,100,100,1000,152,0.5,100,100,1000,21,0.5,100,100,1000,2,0.5,100,100,1000,9,0.5,100,100,1000,118,0.5,100,100,1000,130,0.61,120,77,1002,78,0.5,100,100,1000,2089,4420,3411,-312,1787,9303,4729,-1393,-13318,4475
105,0.5,100,100,1000,90,0.5,100,100,1000,60,0.5,100,100,1000,86,0.53,457,399,1561,61,0.5,100,100,1000,131,0.5,100,100,1000,138,0.63,131,76,1228,50,0.5,100,100,1000,163,0.5,100,100,1000,68,0.56,234,181,1035,2304,1976,82,1470,1872,-541,4046,-1895,2540,6919
90,0.59,140,98,1100,19,0.53,306,273,1038,136,0.5,100,100,1000,143,0.5,100,100,1000,127,0.5,100,100,1000,75,0.55,445,371,1847,140,0.5,100,100,1000,10,0.56,258,203,1480,98,0.54,210,179,1109,78,0.53,382,345,1223,-163,1795,3402,5671,1135,186,6347,-2338,7765,51
94,0.5,100,100,1000,49,0.63,106,63,1070,143,0.5,100,100,1000,38,0.5,100,100,1000,12,0.5,100,100,1000,124,0.5,100,100,1000,53,0.5,100,100,1000,30,0.5,100,100,1000,84,0.5,100,100,1000,17,0.5,100,100,1000,-8868,-2913,3266,-3,-820,-18224,-1673,7807,-1652,-221
161,0.5,100,100,1000,92,0.5,100,100,1000,39,0.57,164,126,1137,109,0.5,100,100,1000,12,0.5,100,100,1000,123,0.5,100,100,1000,150,0.5,100,100,1000,51,0.5,100,100,1000,98,0.5,100,100,1000,78,0.5,100,100,1000,-2242,5052,2410,1204,1795,2664,28542,8327,-3856,5369
48,0.5,100,100,1000,38,0.57,168,126,1061,45,0.5,100,100,1000,144,0.5,100,100,1000,75,0.5,100,100,1000,40,0.5,100,100,1000,53,0.5,100,100,1000,138,0.5,100,100,1000,95,0.5,100,100,1000,98,0.5,100,100,1000,2895,-1640,-2794,2860,5388,3864,-10865,4108,5197,9184
37,0.5,100,100,1000,154,0.5,100,100,1000,144,0.5,100,100,1000,38,0.5,100,100,1000,109,0.5,100,100,1000,158,0.5,100,100,1000,159,0.5,100,100,1000,51,0.56,145,112,1206,72,0.61,120,77,1002,130,0.5,100,100,1000,361,-414,-6524,-3363,-611,-104,-10926,-19873,-2731,-2165
60,0.6,200,131,1151,38,0.5,100,100,1000,76,0.52,303,279,1018,39,0.53,457,399,1561,49,0.53,406,363,1246,66,0.54,372,317,1471,139,0.5,100,100,1000,150,0.56,197,155,1285,15,0.54,333,280,1367,98,0.55,187,153,1090,4697,1415,3011,-99,2432,15261,-2638,6436,5253,6087
74,0.5,100,100,1000,154,0.59,103,71,1026,67,0.5,100,100,1000,143,0.59,76,53,987,126,0.54,285,240,1355,123,0.5,100,100,1000,51,0.6,84,57,1192,150,0.54,325,280,1316,130,0.55,187,153,1090,84,0.5,100,100,1000,-5276,-4276,-5265,-2973,-2126,-1539,-4534,-5447,-4148,-1734
93,0.5,100,100,1000,43,0.5,100,100,1000,38,0.5,100,100,1000,47,0.53,291,261,1003,4,0.5,100,100,1000,145,0.5,100,100,1000,135,0.5,100,100,1000,150,0.5,100,100,1000,78,0.5,100,100,1000,163,0.5,100,100,1000,-5884,1538,-1210,-573,-1765,-9738,20495,-11723,9404,-22699
92,0.5,100,100,1000,93,0.5,100,100,1000,67,0.5,100,100,1000,144,0.57,127,96,1065,131,0.5,100,100,1000,20,0.5,100,100,1000,56,0.5,100,100,1000,54,0.5,100,100,1000,110,0.5,100,100,1000,95,0.53,423,379,1064,234,3510,329,2158,831,-9260,1538,-5335,21617,6219
49,0.54,259,219,1058,92,0.5,100,100,1000,63,0.54,214,184,999,56,0.5,100,100,1000,8,0.55,361,299,1656,44,0.5,100,100,1000,150,0.5,100,100,1000,9,0.57,163,124,1141,98,0.5,100,100,1000,130,0.55,280,233,1516,8569,1036,-4347,1974,1274,35389,-11981,3034,9980,-3351
38,0.5,100,100,1000,48,0.53,342,308,1116,144,0.5,100,100,1000,29,0.5,100,100,1000,16,0.5,100,100,1000,151,0.5,100,100,1000,51,0.5,100,100,1000,54,0.5,100,100,1000,120,0.5,100,100,1000,130,0.5,100,100,1000,-2062,-5168,-2808,-1609,-2382,-1781,-9421,722,-8871,144
105,0.5,100,100,1000,96,0.5,100,100,1000,149,0.5,100,100,1000,143,0.56,165,130,1015,123,0.53,368,327,1068,2,0.5,100,100,1000,150,0.5,100,100,1000,51,0.55,197,161,1046,78,0.5,100,100,1000,72,0.52,504,463,1003,5174,1995,-2389,2577,374,9002,1929,-11461,7957,-2636
93,0.5,100,100,1000,158,0.5,100,100,1000,149,0.5,100,100,1000,38,0.53,297,266,1053,123,0.5,100,100,1000,66,0.55,361,299,1656,71,0.5,100,100,1000,159,0.5,100,100,1000,82,0.54,284,240,1275,98,0.54,233,196,1147,-7566,-2859,-2906,1168,1315,-7069,-4963,-11313,6869,1161
49,0.5,100,100,1000,106,0.5,100,100,1000,38,0.5,100,100,1000,14,0.54,231,193,1217,11,0.53,327,289,1067,126,0.5,100,100,1000,54,0.5,100,100,1000,51,0.6,122,81,1110,130,0.5,100,100,1000,78,0.53,382,345,1223,-1427,-5399,722,3720,545,-10397,-12557,765,-3033,3887
116,0.5,100,100,1000,74,0.5,100,100,1000,39,0.57,168,126,1061,62,0.5,100,100,1000,157,0.5,100,100,1000,91,0.5,100,100,1000,9,0.5,100,100,1000,51,0.54,256,217,1026,72,0.5,100,100,1000,120,0.5,100,100,1000,662,2080,-4629,-2171,604,-14142,-1861,-6904,-20431,-2273
23,0.5,100,100,1000,106,0.53,457,399,1561,38,0.53,302,263,1093,143,0.58,104,75,1030,154,0.5,100,100,1000,2,0.5,100,100,1000,159,0.52,401,367,1045,138,0.5,100,100,1000,55,0.57,270,203,1555,84,0.5,100,100,1000,1535,3292,1148,701,454,-3872,3814,1360,1174,3174
90,0.57,239,179,1522,48,0.53,342,308,1116,143,0.5,100,100,1000,56,0.5,100,100,1000,123,0.74,80,28,1106,96,0.5,100,100,1000,111,0.5,100,100,1000,108,0.5,100,100,1000,110,0.5,100,100,1000,6,0.52,286,259,1014,5752,-3777,4759,23,2904,2945,-21285,10798,4686,6744
49,0.5,100,100,1000,32,0.5,100,100,1000,38,0.5,100,100,1000,143,0.54,371,316,1575,44,0.52,328,297,1083,145,0.62,117,72,1006,51,0.52,296,269,1098,56,0.5,100,100,1000,55,0.5,100,100,1000,84,0.53,216,192,1005,-1892,-2726,-1114,-3804,-131,1750,1745,-1287,-21596,-148
129,0.5,100,100,1000,92,0.62,98,61,1018,77,0.5,100,100,1000,86,0.5,100,100,1000,49,0.5,100,100,1000,91,0.6,201,132,1639,111,0.55,282,228,1597,18,0.53,438,391,1173,98,0.5,100,100,1000,161,0.58,132,97,1108,-407,-3150,-4339,-1255,-1658,11333,-3037,-13036,-3688,645
61,0.5,100,100,1000,133,0.5,100,100,1000,86,0.5,100,100,1000,77,0.56,198,157,1324,103,0.5,100,100,1000,34,0.5,100,100,1000,50,0.6,84,57,1192,51,0.54,256,217,1026,110,0.5,100,100,1000,130,0.5,100,100,1000,1857,-6078,-1479,-2680,-750,11513,-3418,-4862,-5230,3098
38,0.5,100,100,1000,92,0.55,274,222,1060,127,0.5,100,100,1000,27,0.5,100,100,1000,122,0.5,100,100,1000,106,0.5,100,100,1000,53,0.5,100,100,1000,9,0.5,100,100,1000,84,0.5,100,100,1000,102,0.5,100,100,1000,-1819,-4085,-1192,-4045,-1757,-5601,-5282,-2616,-3983,-1408
52,0.56,183,144,1223,93,0.5,100,100,1000,86,0.5,100,100,1000,38,0.52,303,279,1018,91,0.5,100,100,1000,153,0.5,100,100,1000,26,0.54,242,208,1009,79,0.5,100,100,1000,8,0.5,100,100,1000,46,0.5,100,100,1000,1653,1763,440,4826,1412,-5007,710,4212,3050,1459
23,0.5,100,100,1000,44,0.5,100,100,1000,14,0.5,100,100,1000,136,0.5,100,100,1000,160,0.5,100,100,1000,91,0.5,100,100,1000,150,0.5,100,100,1000,51,0.53,251,221,953,5,0.5,100,100,1000,15,0.5,100,100,1000,-5232,-4551,-3020,1228,-1720,-8431,-3295,246,3854,-1472
48,0.5,100,100,1000,49,0.5,100,100,1000,86,0.5,100,100,1000,56,0.5,100,100,1000,162,0.5,100,100,1000,154,0.54,274,232,1101,108,0.5,100,100,1000,21,0.56,233,186,1219,15,0.56,234,181,1035,110,0.5,100,100,1000,466,6812,5680,3765,-1257,-1312,2140,18756,3002,-6587
47,0.5,100,100,1000,1,0.5,100,100,1000,27,0.5,100,100,1000,41,0.54,261,224,1008,91,0.5,100,100,1000,44,0.5,100,100,1000,51,0.5,100,100,1000,150,0.5,100,100,1000,121,0.5,100,100,1000,98,0.5,100,100,1000,3170,-4182,-3520,-4058,-1689,6810,-9225,4995,-8050,-3527
35,0.56,182,144,1149,148,0.52,416,380,1046,38,0.5,100,100,1000,86,0.5,100,100,1000,105,0.5,100,100,1000,96,0.5,100,100,1000,9,0.5,100,100,1000,111,0.55,282,228,1597,72,0.5,100,100,1000,82,0.5,100,100,1000,4142,-2182,-4883,-3139,-362,10442,-5148,-18087,-1775,-348
1,0.5,100,100,1000,98,0.58,130,93,1104,67,0.54,270,234,1229,47,0.55,222,182,982,124,0.65,148,81,1179,34,0.53,327,289,1067,4,0.5,100,100,1000,159,0.6,128,84,1363,78,0.5,100,100,1000,72,0.5,100,100,1000,2276,-4774,-1367,-2036,-846,6498,-7916,-6983,2596,-2900
49,0.61,116,74,1225,90,0.5,100,100,1000,86,0.56,156,122,1098,144,0.54,270,234,1229,105,0.56,131,101,1044,124,0.5,100,100,1000,30,0.62,117,72,1006,71,0.54,353,296,1258,84,0.71,66,27,1010,82,0.53,216,188,1043,2227,4929,-485,1191,1806,9248,16083,-3726,7891,397
90,0.5,100,100,1000,48,0.5,100,100,1000,56,0.5,100,100,1000,67,0.5,100,100,1000,38,0.5,100,100,1000,61,0.5,100,100,1000,139,0.5,100,100,1000,108,0.53,266,234,1011,17,0.5,100,100,1000,130,0.5,100,100,1000,-3789,-3795,-5337,-1350,-2285,-428,14431,-17920,3161,-1568
52,0.55,149,120,1098,61,0.5,100,100,1000,39,0.5,100,100,1000,67,0.54,214,184,999,140,0.5,100,100,1000,2,0.56,175,137,1330,9,0.5,100,100,1000,26,0.5,100,100,1000,130,0.53,347,311,1039,13,0.53,290,253,1231,756,2687,-1081,-2760,-905,-11980,6341,-3862,-8479,-3585
64,0.5,100,100,1000,48,0.5,100,100,1000,38,0.57,168,126,1061,152,0.5,100,100,1000,8,0.5,100,100,1000,107,0.5,100,100,1000,118,0.5,100,100,1000,30,0.5,100,100,1000,46,0.5,100,100,1000,93,0.5,100,100,1000,2123,6547,1998,-3145,730,6227,22451,2218,-22741,-19283
21,0.5,100,100,1000,19,0.56,224,178,1019,41,0.5,100,100,1000,123,0.5,100,100,1000,73,0.5,100,100,1000,154,0.5,100,100,1000,159,0.5,100,100,1000,51,0.5,100,100,1000,121,0.5,100,100,1000,151,0.5,100,100,1000,-4921,-7163,-4873,1463,-2625,-8788,-26025,-3675,5177,-10728
52,0.5,100,100,1000,44,0.52,328,297,1083,39,0.5,100,100,1000,113,0.66,120,63,1013,66,0.5,100,100,1000,154,0.5,100,100,1000,26,0.5,100,100,1000,160,0.5,100,100,1000,78,0.5,100,100,1000,55,0.5,100,100,1000,-1314,-663,-1730,-2391,-1242,-1700,2548,-1619,-4515,-3376
117,0.61,114,73,1242,23,0.5,100,100,1000,67,0.54,315,272,1178,143,0.5,100,100,1000,20,0.52,412,380,1067,124,0.53,351,311,1195,118,0.6,84,57,1192,51,0.55,296,241,1195,84,0.58,132,97,1108,17,0.5,100,100,1000,1707,2302,1329,6996,1789,7474,7717,-3435,14939,3027
