TeamBlueTopGoldEarned,TeamBlueTopChampionName,TeamBlueTopDamageDealt,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopGoldEarned,TeamRedTopChampionName,TeamRedTopDamageDealt,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleGoldEarned,TeamBlueJungleChampionName,TeamBlueJungleDamageDealt,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleGoldEarned,TeamRedJungleChampionName,TeamRedJungleDamageDealt,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidGoldEarned,TeamBlueMidChampionName,TeamBlueMidDamageDealt,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidGoldEarned,TeamRedMidChampionName,TeamRedMidDamageDealt,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCGoldEarned,TeamBlueADCChampionName,TeamBlueADCDamageDealt,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCGoldEarned,TeamRedADCChampionName,TeamRedADCDamageDealt,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportGoldEarned,TeamBlueSupportChampionName,TeamBlueSupportDamageDealt,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportGoldEarned,TeamRedSupportChampionName,TeamRedSupportDamageDealt,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints,win
9706,103,16473,100,100,1000,7270,48,18110,100,100,1000,12241,86,17219,100,100,1000,10998,127,14163,93,49,1309,9294,49,18849,100,100,1000,8044,52,9361,406,363,1246,13208,53,21866,100,100,1000,7619,56,13510,100,100,1000,8176,15,9266,174,142,1070,5447,55,7644,100,100,1000,1
7637,105,7190,211,167,1234,12553,38,17000,100,100,1000,7208,63,8829,315,272,1178,15329,39,22117,457,399,1561,10414,57,14468,100,100,1000,10841,138,17538,258,203,1480,9090,159,9717,100,100,1000,10754,30,18777,100,100,1000,7671,110,11316,100,100,1000,7982,55,7981,100,100,1000,0
10829,38,27161,100,100,1000,10331,37,21571,100,100,1000,11982,159,15349,100,100,1000,18842,123,52017,100,100,1000,12961,22,35789,100,100,1000,12126,52,16953,174,149,1002,12950,30,30901,100,100,1000,14476,50,21081,100,100,1000,7811,78,4866,100,100,1000,9465,98,6511,100,100,1000,0
9599,44,10829,100,100,1000,6371,19,6661,100,100,1000,7868,136,7088,100,100,1000,8455,47,9499,100,100,1000,8146,73,16154,100,100,1000,8212,38,11045,221,168,1802,10913,150,15772,100,100,1000,6664,51,4496,100,100,1000,6155,98,6048,259,222,1234,4359,78,2265,100,100,1000,1
4511,148,4090,416,380,1046,6740,90,6906,100,100,1000,4189,60,4660,369,317,1010,7669,136,4948,100,100,1000,5177,2,2451,80,28,1106,7157,131,9318,372,317,1471,5089,30,6992,192,162,1012,5971,141,6872,100,100,1000,3544,84,3178,117,72,1006,3762,78,1216,432,401,1007,0
10795,38,21231,133,90,1197,12529,44,20273,100,100,1000,11712,119,9937,100,100,1000,11490,86,16573,100,100,1000,16483,8,38931,178,137,1215,11581,145,29583,100,100,1000,15051,9,24574,162,124,1206,14217,53,23165,100,100,1000,8350,130,6956,100,100,1000,7020,17,5302,100,100,1000,1
4114,90,6640,100,100,1000,7621,44,9760,328,297,1083,5713,144,4838,100,100,1000,7700,67,8987,100,100,1000,5170,2,6717,155,126,979,6234,131,6412,100,100,1000,5002,51,3481,100,100,1000,7472,138,7490,100,100,1000,4528,110,5116,100,100,1000,3826,157,3898,100,100,1000,0
13688,43,21378,100,100,1000,9434,49,18877,100,100,1000,16564,67,29752,100,100,1000,11301,144,14714,315,250,1059,14442,126,32094,260,204,1534,12970,12,38069,280,233,1516,13978,53,23853,100,100,1000,10311,51,16972,271,196,1868,8672,101,6093,347,311,1039,7923,84,7975,100,100,1000,1
5744,74,5110,315,272,1178,7049,48,10453,194,148,1187,6157,86,6664,100,100,1000,7689,67,5434,100,100,1000,7062,127,10174,100,100,1000,6048,123,9087,100,100,1000,5663,30,9976,393,369,1045,6381,138,10125,163,121,1306,4212,68,3334,100,100,1000,4930,101,4272,100,100,1000,0
9651,47,13810,312,245,1558,11123,48,15769,149,120,1098,12525,60,14564,100,100,1000,10606,67,12415,156,122,1098,13905,12,25258,325,274,1299,10008,66,18488,100,100,1000,10932,150,14225,458,410,1145,13465,71,23822,175,137,1330,7884,84,7229,333,280,1367,10797,61,22829,100,100,1000,1
11530,61,26760,100,100,1000,7292,55,11788,100,100,1000,11374,143,15479,175,137,1330,13581,77,22447,198,157,1324,10975,12,19846,262,225,1118,12089,7,14718,110,69,1145,16078,54,29143,250,213,1320,11044,30,21493,222,188,1100,8242,102,7222,280,233,1516,6461,98,5398,233,196,1147,1
16388,48,36430,123,84,1129,12004,38,20947,320,285,1092,20669,104,43294,230,195,1002,17801,24,37272,250,213,1320,15490,20,26974,277,209,1373,16634,127,30955,100,100,1000,17087,138,47537,100,100,1000,21091,53,55692,84,57,1192,10692,34,17500,280,233,1516,9955,15,10458,333,280,1367,1
7308,52,5613,100,100,1000,5270,106,4374,190,150,1043,5728,25,3092,100,100,1000,5295,29,4363,100,100,1000,7013,123,7106,219,177,1088,5008,4,7661,300,274,899,6045,30,6587,100,100,1000,4990,53,3605,100,100,1000,4703,98,4607,100,100,1000,3139,15,2922,100,100,1000,1
9968,43,13843,261,224,1008,8505,48,8715,100,100,1000,10455,136,11219,100,100,1000,7524,31,9185,100,100,1000,10923,142,9235,100,100,1000,11901,131,17563,100,100,1000,13714,51,22453,100,100,1000,9251,138,12422,233,186,1219,6964,130,5496,226,185,1099,5214,84,4217,100,100,1000,1
10981,148,12089,416,380,1046,18636,90,32418,100,100,1000,14838,144,20314,100,100,1000,15499,86,36277,100,100,1000,19378,2,38471,100,100,1000,19071,93,37026,100,100,1000,19103,159,44220,100,100,1000,17681,51,39684,270,203,1555,8350,98,6411,172,146,1004,9918,130,7119,100,100,1000,0
11621,125,15462,100,100,1000,12776,38,32807,100,100,1000,13251,29,33250,100,100,1000,16062,67,22151,100,100,1000,13312,49,20225,100,100,1000,11776,162,18415,100,100,1000,15042,54,23478,100,100,1000,17914,159,47174,205,175,1008,8737,95,7853,100,100,1000,8784,72,5133,267,224,1126,0
5429,49,8557,290,259,941,5414,67,4701,100,100,1000,4171,38,2859,100,100,1000,6947,29,10364,442,397,1193,5459,2,8068,100,100,1000,6918,44,6364,100,100,1000,4010,9,7922,100,100,1000,8781,159,9828,100,100,1000,3569,17,3698,271,211,1508,4575,84,4404,305,252,1424,0
20542,90,49250,205,149,1335,20037,32,44472,239,179,1522,18601,47,36558,100,100,1000,18018,31,40415,100,100,1000,13252,66,17981,100,100,1000,21656,49,67162,100,100,1000,17939,50,36017,100,100,1000,15676,30,38633,132,97,1108,13061,42,36359,100,100,1000,10660,78,6287,100,100,1000,0
13562,61,29732,100,100,1000,9786,123,24417,100,100,1000,17613,104,35704,100,100,1000,14398,29,32662,442,397,1193,15576,74,30685,100,100,1000,12404,49,21440,100,100,1000,13997,51,31939,184,150,1050,17213,131,28339,100,100,1000,8879,17,10692,100,100,1000,9015,84,9105,100,100,1000,1
10253,117,12653,100,100,1000,11346,40,26192,100,100,1000,10714,76,13472,100,100,1000,10299,47,12855,100,100,1000,14953,12,31672,100,100,1000,8675,55,16059,100,100,1000,13088,51,24577,100,100,1000,13613,18,28275,100,100,1000,9000,135,20245,100,100,1000,7890,15,9447,295,267,970,1
15703,35,33939,100,100,1000,12123,21,29335,261,224,1008,12143,109,20042,100,100,1000,10603,24,18068,100,100,1000,14610,33,35074,100,100,1000,8432,140,8428,100,100,1000,12258,26,17564,100,100,1000,9650,150,15488,100,100,1000,9362,110,14081,100,100,1000,6796,98,6222,100,100,1000,1
8012,117,20935,100,100,1000,9770,122,28160,159,124,1045,10123,136,15810,100,100,1000,13746,104,31086,100,100,1000,10624,124,18390,406,363,1246,11879,133,20176,277,209,1373,9018,159,14984,100,100,1000,8655,51,13611,100,100,1000,6331,98,5875,203,172,1100,6443,72,8202,100,100,1000,0
7784,44,8651,100,100,1000,12095,32,32845,100,100,1000,8053,27,11037,100,100,1000,9129,38,10540,168,126,1061,8642,64,20174,100,100,1000,7017,123,15114,100,100,1000,7451,65,18730,100,100,1000,10184,18,16720,100,100,1000,5874,78,3844,504,463,1003,6784,55,7638,100,100,1000,0
7955,32,10427,100,100,1000,8042,48,11516,100,100,1000,7127,86,5710,214,184,999,11909,41,14628,434,379,1542,7199,131,5516,201,132,1639,9494,2,8937,80,28,1106,8369,51,5680,296,241,1195,6590,9,4187,351,308,1225,4636,130,2490,100,100,1000,5869,15,3293,400,364,1111,0
16881,105,27077,136,75,1434,17832,40,36763,205,149,1335,15162,149,40049,100,100,1000,15509,94,32066,246,208,1232,13964,70,29908,148,81,1179,13755,20,34591,361,299,1656,15604,135,28823,100,100,1000,19470,53,26250,296,241,1195,8922,98,12182,295,267,970,9545,84,7210,224,178,1019,0
7827,38,15521,100,100,1000,9991,21,22757,100,100,1000,7923,47,6916,100,100,1000,9883,86,15545,156,122,1098,8471,162,13395,100,100,1000,9553,126,8195,100,100,1000,7025,54,13898,100,100,1000,11111,71,23008,100,100,1000,4805,102,6661,100,100,1000,7645,78,3550,432,401,1007,0
14414,3,33696,211,167,1234,17698,117,30536,201,132,1639,21825,77,54221,198,157,1324,12557,38,26468,221,168,1802,13211,2,24601,175,137,1330,19218,96,33712,219,177,1088,16247,9,27709,328,280,1377,14595,20,22613,419,380,1212,9822,98,9297,233,196,1147,10785,110,11965,188,147,1195,1
6401,48,9458,100,100,1000,10555,36,16725,100,100,1000,6869,38,8120,240,200,1192,9146,47,6746,100,100,1000,8100,127,10059,100,100,1000,10675,20,15183,112,66,999,7513,50,8561,451,415,1199,9007,138,13085,325,280,1316,5431,110,7016,100,100,1000,7141,141,13619,100,100,1000,0
14285,38,19391,100,100,1000,11943,48,16850,149,112,1080,13804,56,32502,100,100,1000,14484,143,17045,371,316,1575,12191,49,26417,100,100,1000,11820,123,15348,100,100,1000,12339,51,14996,349,314,1194,16013,9,30538,100,100,1000,7769,130,5958,424,382,1116,9023,78,4252,100,100,1000,0
9793,90,16460,100,100,1000,6757,37,11914,100,100,1000,7812,149,11305,100,100,1000,6598,24,9034,250,213,1320,10419,123,15329,100,100,1000,6171,52,9961,100,100,1000,8155,150,8666,100,100,1000,6313,131,8718,100,100,1000,5498,17,4823,100,100,1000,4297,15,4019,100,100,1000,1
9811,117,12581,190,150,1043,11745,49,20938,100,100,1000,13642,27,26949,100,100,1000,11432,41,11009,100,100,1000,13543,134,18465,100,100,1000,13117,73,29969,100,100,1000,11922,51,22576,100,100,1000,12880,159,30910,243,198,1076,7338,84,6686,100,100,1000,8072,161,6901,100,100,1000,0
10261,32,17291,100,100,1000,9796,112,22132,100,100,1000,17785,39,31362,147,90,1014,12241,47,17985,100,100,1000,11334,55,17976,100,100,1000,12531,138,27102,100,100,1000,18098,131,44671,100,100,1000,12970,139,21739,100,100,1000,9092,130,8068,100,100,1000,7086,15,6519,100,100,1000,1
6845,48,9250,100,100,1000,9230,36,9398,100,100,1000,11047,62,17046,100,100,1000,7757,144,5104,100,100,1000,9983,2,10860,100,100,1000,9450,40,5915,251,221,953,14765,159,26280,274,232,1101,7711,150,9665,301,252,1013,8351,78,3470,100,100,1000,6437,98,4034,100,100,1000,1
4598,32,5092,100,100,1000,6961,74,9205,164,126,1137,5227,67,3445,100,100,1000,6324,86,6001,100,100,1000,5776,2,7121,100,100,1000,6777,96,8457,100,100,1000,3903,51,6403,100,100,1000,11122,138,13567,100,100,1000,3553,13,3716,100,100,1000,6863,110,7862,504,463,1003,0
11196,92,15947,274,222,1060,17434,93,39425,100,100,1000,14795,39,24342,100,100,1000,14527,63,37262,222,182,982,14365,106,38400,457,399,1561,13087,20,24795,128,84,1363,13592,30,22017,100,100,1000,16719,51,38299,179,128,1282,9279,98,7923,261,226,1003,9215,101,9014,261,221,1017,0
11796,14,12837,100,100,1000,11491,92,13145,100,100,1000,13241,27,15943,100,100,1000,15485,38,23634,231,193,1217,11168,49,14686,180,153,1011,13671,44,17641,100,100,1000,11359,53,12960,100,100,1000,11179,51,15707,349,314,1194,8008,95,6726,353,296,1258,8112,98,6015,100,100,1000,0
9328,69,15548,100,100,1000,12971,35,16460,100,100,1000,10413,27,16408,100,100,1000,17116,39,30434,197,161,1046,8522,44,2694,100,100,1000,10319,91,14097,100,100,1000,10956,139,22482,100,100,1000,13059,71,23875,100,100,1000,5884,78,3530,100,100,1000,7491,82,5278,100,100,1000,0
12907,23,14835,100,100,1000,11952,55,26042,100,100,1000,19420,136,52864,100,100,1000,17775,24,35587,100,100,1000,20546,154,35598,100,100,1000,14769,33,34879,100,100,1000,15344,150,20891,100,100,1000,26199,53,75002,100,100,1000,9871,98,9524,100,100,1000,14600,8,23762,100,100,1000,0
6890,44,3487,100,100,1000,5551,49,9714,100,100,1000,5670,67,4878,211,167,1280,7514,39,5937,100,100,1000,4868,33,5692,100,100,1000,8010,158,9180,100,100,1000,4016,139,5207,100,100,1000,7087,124,8454,124,88,1157,3107,128,1671,100,100,1000,4510,95,2815,100,100,1000,0
12859,103,14748,149,120,1098,15089,153,23678,315,272,1178,11547,31,14758,100,100,1000,15365,41,23562,100,100,1000,10968,27,11875,100,100,1000,14380,162,30364,285,240,1355,16584,26,22444,100,100,1000,14221,159,19887,401,367,1045,7816,101,5591,100,100,1000,9330,84,7695,100,100,1000,0
9213,74,16416,100,100,1000,8890,38,10934,179,141,1159,13388,106,24781,457,399,1561,8988,86,8690,100,100,1000,11727,44,17021,100,100,1000,7777,158,10562,100,100,1000,14404,150,21770,111,78,1098,10053,118,13147,179,128,1282,7964,15,8837,353,296,1258,4948,98,4160,203,172,1100,1
10994,94,17995,269,235,1091,15004,106,36570,167,119,1099,11079,67,14575,100,100,1000,13785,47,21159,100,100,1000,11880,20,18949,100,100,1000,14190,96,29140,100,100,1000,11954,150,23851,349,314,1194,14545,111,24178,212,152,1389,7364,84,5470,66,27,1010,8907,68,8987,333,280,1367,0
11283,37,17944,100,100,1000,6930,52,6350,100,100,1000,13191,63,14936,100,100,1000,8522,144,14223,100,100,1000,12099,124,19706,100,100,1000,11666,56,15755,100,100,1000,11733,51,14061,100,100,1000,9866,9,13190,139,97,1092,10426,13,14526,280,233,1516,7423,84,4813,100,100,1000,1
7168,64,13723,100,100,1000,10768,103,15103,100,100,1000,6397,31,7770,100,100,1000,8926,76,11859,100,100,1000,9310,74,15832,100,100,1000,10146,58,19616,100,100,1000,6436,118,8591,100,100,1000,11239,53,19545,100,100,1000,5579,110,11650,100,100,1000,9363,10,14311,100,100,1000,0
9654,8,14459,100,100,1000,7074,23,5097,320,285,1092,8618,143,5351,100,100,1000,6179,27,4176,302,263,1093,8687,124,6111,148,112,1020,7540,131,5514,351,308,1225,9078,30,6026,393,369,1045,8179,51,4237,100,100,1000,5880,19,4175,134,70,1437,4800,101,1925,242,197,1397,1
12814,19,23199,100,100,1000,12899,32,21793,100,100,1000,12472,38,21585,168,126,1061,13933,136,22333,100,100,1000,18528,154,31073,100,100,1000,11877,74,29401,100,100,1000,11975,83,18161,100,100,1000,15296,30,33271,100,100,1000,14009,110,30889,100,100,1000,11786,135,25189,100,100,1000,1
10440,36,9595,100,100,1000,13239,20,22878,269,235,1091,8031,132,5895,100,100,1000,12201,29,18830,271,204,1286,14663,162,29548,285,240,1355,13971,127,14558,100,100,1000,7891,110,7117,100,100,1000,18761,138,49104,100,100,1000,6497,55,7210,261,226,1003,7769,84,5809,100,100,1000,0
4692,90,7274,320,285,1092,6055,48,7892,100,100,1000,4922,60,4933,351,311,1195,9090,14,10442,250,213,1320,4619,66,4574,260,204,1534,6902,145,7672,372,317,1471,5626,9,4725,254,211,1401,7428,124,7352,234,195,1312,4343,130,3287,100,100,1000,6182,79,8007,100,100,1000,0
7529,115,6999,100,100,1000,10366,154,14314,100,100,1000,6746,14,3948,100,100,1000,8470,24,11606,100,100,1000,7482,142,10377,100,100,1000,7492,153,7477,100,100,1000,8013,135,7291,100,100,1000,11318,18,11529,100,100,1000,5155,151,4482,100,100,1000,7159,130,6746,186,111,1702,0
19172,105,29929,100,100,1000,19614,49,47668,100,100,1000,12078,152,15094,165,130,1015,14684,136,34500,100,100,1000,12694,145,26779,100,100,1000,19146,131,43595,277,209,1373,22765,135,58970,100,100,1000,13758,159,20301,122,80,1013,9720,38,13603,280,233,1516,9400,101,9667,333,280,1367,0
7410,117,9388,100,100,1000,6793,93,14244,100,100,1000,9107,94,12720,100,100,1000,6223,41,9286,100,100,1000,9346,2,16798,100,100,1000,6990,91,8770,100,100,1000,9966,51,13409,100,100,1000,6146,159,7507,388,334,1035,6951,78,2674,100,100,1000,3940,15,3818,100,100,1000,1
14359,61,28113,123,84,1129,10707,44,13430,134,70,1437,17654,47,37066,100,100,1000,13315,27,23358,100,100,1000,14001,66,27880,253,214,1010,12427,158,17915,100,100,1000,14848,30,28793,222,188,1100,11439,51,15961,277,209,1373,8651,13,9017,138,109,1132,8981,163,26110,100,100,1000,1
9779,114,19971,100,100,1000,9071,19,15003,100,100,1000,14646,41,29202,100,100,1000,8165,89,6873,100,100,1000,11195,52,11792,100,100,1000,8732,59,21831,201,132,1639,11902,9,27124,100,100,1000,12610,51,28544,445,371,1847,7194,84,5376,100,100,1000,6631,72,3946,100,100,1000,1
