TeamBlueTopGoldEarned,TeamBlueTopChampionName,TeamBlueTopDamageDealt,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopGoldEarned,TeamRedTopChampionName,TeamRedTopDamageDealt,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleGoldEarned,TeamBlueJungleChampionName,TeamBlueJungleDamageDealt,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleGoldEarned,TeamRedJungleChampionName,TeamRedJungleDamageDealt,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidGoldEarned,TeamBlueMidChampionName,TeamBlueMidDamageDealt,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidGoldEarned,TeamRedMidChampionName,TeamRedMidDamageDealt,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCGoldEarned,TeamBlueADCChampionName,TeamBlueADCDamageDealt,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCGoldEarned,TeamRedADCChampionName,TeamRedADCDamageDealt,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportGoldEarned,TeamBlueSupportChampionName,TeamBlueSupportDamageDealt,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportGoldEarned,TeamRedSupportChampionName,TeamRedSupportDamageDealt,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints,win
13352,48,14458,100,100,1000,14276,105,15785,100,100,1000,15082,29,24804,100,100,1000,12454,93,14289,100,100,1000,15004,126,22500,100,100,1000,12005,33,17600,286,259,1014,10745,79,9134,100,100,1000,11219,30,25301,100,100,1000,10390,13,11654,100,100,1000,7155,151,12278,100,100,1000,1
9911,23,11240,100,100,1000,12563,19,16139,306,273,1038,12412,144,16289,119,87,1042,10473,38,19244,156,122,1098,14230,159,30051,271,196,1868,11782,153,16561,207,159,1209,14959,9,26409,351,308,1225,12597,53,11597,229,185,1290,8006,130,5534,333,280,1367,7107,84,5852,200,143,1341,1
16679,139,30490,130,93,1104,9568,147,10447,100,100,1000,12051,41,19085,100,100,1000,20172,14,31137,100,100,1000,10644,20,17087,100,100,1000,15108,123,29112,100,100,1000,13085,21,15074,100,100,1000,15462,9,36831,212,152,1389,12117,110,23257,100,100,1000,8880,130,7652,100,100,1000,0
12727,20,36187,100,100,1000,12811,52,18109,149,120,1098,11601,62,18200,107,62,1136,18814,143,33515,100,100,1000,14465,96,34558,100,100,1000,12656,123,26957,100,100,1000,17009,150,38810,100,100,1000,17822,159,31260,100,100,1000,8580,15,7968,100,100,1000,11607,120,18095,100,100,1000,0
8761,48,16505,177,138,1019,15432,44,21174,100,100,1000,13077,127,23818,214,162,1514,11535,109,15261,100,100,1000,12131,145,35984,207,159,1209,13499,123,23048,100,100,1000,12383,138,16271,84,57,1192,10905,51,13132,263,234,1061,6447,15,6458,187,153,1090,8348,72,7574,100,100,1000,0
6652,117,6801,100,100,1000,6272,74,9206,147,90,1014,9445,29,10218,100,100,1000,5519,143,3835,100,100,1000,6613,158,7615,100,100,1000,4645,27,5179,100,100,1000,6361,51,8525,233,186,1219,5222,108,8623,100,100,1000,4502,130,3325,100,100,1000,4092,95,5234,123,79,1050,1
10020,49,10235,100,100,1000,7445,105,9216,100,100,1000,9470,29,13060,100,100,1000,6558,113,4803,100,100,1000,8245,34,10669,327,289,1067,8821,96,9329,219,177,1088,7699,51,8079,100,100,1000,7316,138,6285,263,234,1061,5584,68,2771,100,100,1000,4824,55,5382,100,100,1000,1
9657,61,13365,110,69,1145,12548,74,24887,100,100,1000,11823,41,15920,434,379,1542,12011,39,16904,240,200,1192,8333,93,11438,100,100,1000,13948,11,25193,100,100,1000,12760,51,22569,100,100,1000,13260,159,13582,100,100,1000,7052,130,5523,100,100,1000,8812,8,11849,124,75,1388,0
9640,52,17509,167,119,1099,8506,48,12284,177,138,1019,8871,39,7965,100,100,1000,13737,47,17071,100,100,1000,8994,91,10947,180,153,1011,14398,8,26891,100,100,1000,9123,21,10155,296,269,1098,9717,150,15039,100,100,1000,7819,110,10626,333,280,1367,7907,42,18542,174,135,1177,0
10032,106,24783,100,100,1000,9751,36,10786,100,100,1000,12186,60,21454,369,317,1010,10677,27,13547,100,100,1000,13840,127,29966,100,100,1000,13302,133,13018,100,100,1000,13586,26,11219,242,208,1009,9367,51,5281,100,100,1000,6902,84,4826,100,100,1000,9250,110,11355,100,100,1000,1
16088,154,46779,103,71,1026,12264,92,19608,303,279,1018,14841,47,31283,100,100,1000,12721,76,18473,100,100,1000,15805,159,30570,100,100,1000,14110,66,32613,100,100,1000,16493,51,47398,266,234,1011,16900,150,28060,229,185,1290,9527,102,9295,259,222,1234,8145,98,8097,233,196,1147,1
15545,90,21106,320,285,1092,13622,133,11959,134,70,1437,13938,47,12995,100,100,1000,12895,38,25103,117,72,1006,15669,91,23586,100,100,1000,13813,96,17553,100,100,1000,14144,79,16551,100,100,1000,15320,51,14737,233,186,1219,10656,50,16263,100,100,1000,8269,120,7981,100,100,1000,1
8979,61,15489,269,235,1091,3625,133,2435,100,100,1000,7763,86,6291,156,122,1098,5567,56,6836,100,100,1000,6002,96,6371,100,100,1000,6336,131,6554,325,274,1299,8294,159,7678,100,100,1000,4719,10,3808,100,100,1000,5043,98,4604,286,259,1014,4085,72,4924,100,100,1000,1
13201,124,27977,112,66,999,8969,61,15318,131,80,1198,12399,60,20572,442,397,1193,12452,41,19552,214,184,999,13280,48,19302,149,120,1098,10236,133,14887,277,209,1373,14573,53,24442,325,280,1316,9531,20,12251,100,100,1000,9331,95,9555,285,240,1355,10480,110,18511,100,100,1000,1
5646,37,9042,100,100,1000,7159,43,9310,100,100,1000,5341,29,6787,100,100,1000,8753,149,12329,93,58,1012,5192,131,8138,297,266,1053,8252,38,10239,100,100,1000,2990,65,8321,100,100,1000,7392,111,8017,100,100,1000,3454,120,3184,100,100,1000,5189,15,3269,100,100,1000,0
8475,74,10260,371,316,1575,9468,148,8415,416,380,1046,9305,76,16347,100,100,1000,11473,106,20017,457,399,1561,7868,131,10586,212,152,1389,8235,123,14376,100,100,1000,9992,150,18064,100,100,1000,12838,51,23639,296,241,1195,7360,110,13436,100,100,1000,7476,84,8788,100,100,1000,0
11858,43,20461,100,100,1000,11711,106,23397,100,100,1000,14860,62,22688,100,100,1000,9267,144,10962,100,100,1000,13727,59,20394,100,100,1000,11632,153,15184,100,100,1000,12952,159,17439,100,100,1000,11041,30,25658,222,188,1100,8229,46,2383,100,100,1000,6732,120,8556,100,100,1000,1
10356,116,9994,347,314,1078,8712,154,10586,269,235,1091,15395,63,24073,315,272,1178,6509,89,4364,100,100,1000,13689,34,24326,327,289,1067,10013,124,13269,145,112,1206,12004,51,16098,211,167,1234,11679,9,17479,229,185,1290,7398,15,8060,349,314,1194,6853,130,8428,280,233,1516,1
15141,114,18882,100,100,1000,16389,40,22647,100,100,1000,18393,144,35992,100,100,1000,17454,39,25485,100,100,1000,17116,124,35763,100,100,1000,17145,158,27479,100,100,1000,17065,150,26344,100,100,1000,20645,9,62805,222,197,1107,12462,42,33203,100,100,1000,11989,120,15320,100,100,1000,0
4916,43,2897,100,100,1000,5567,40,4011,100,100,1000,6241,104,4451,100,100,1000,7428,56,6573,153,116,1005,4704,124,3428,100,100,1000,7232,49,9453,277,209,1373,6421,87,6363,100,100,1000,7450,159,6681,100,100,1000,4265,84,2903,100,100,1000,4509,72,3540,74,36,1007,0
14414,105,20115,136,75,1434,10186,4,13174,154,111,1012,10031,45,6085,100,100,1000,11827,39,13864,254,211,1401,10306,124,15223,100,100,1000,13077,52,14208,203,169,1002,13202,111,15638,445,371,1847,12272,10,17777,100,100,1000,13510,110,31272,84,57,1192,7835,55,14209,333,280,1367,1
13714,19,28726,100,100,1000,12934,39,24948,100,100,1000,16685,149,27888,100,100,1000,13018,144,17520,100,100,1000,16657,151,36145,100,100,1000,16411,134,27611,100,100,1000,14481,9,25677,100,100,1000,13347,56,33129,100,100,1000,9257,130,6848,100,100,1000,7545,84,8334,100,100,1000,1
11908,74,19989,100,100,1000,11194,35,12076,100,100,1000,11504,67,19476,100,100,1000,11862,143,15575,240,200,1192,10157,146,21970,100,100,1000,10160,123,23205,100,100,1000,9582,53,14591,100,100,1000,17289,26,42979,100,100,1000,6568,17,5796,100,100,1000,8000,102,9735,100,100,1000,0
8455,152,11652,100,100,1000,10265,32,11242,100,100,1000,9793,62,12179,100,100,1000,7303,14,6285,222,182,982,10340,33,12004,100,100,1000,7793,8,8522,100,100,1000,10917,51,16171,100,100,1000,7969,135,9020,100,100,1000,7580,72,4497,100,100,1000,6471,46,5855,100,100,1000,1
9215,105,11611,100,100,1000,13590,48,13548,134,70,1437,9210,88,12980,100,100,1000,13865,14,15113,100,100,1000,12010,126,15160,100,100,1000,11847,160,23727,100,100,1000,13074,51,21769,153,101,1108,12461,159,12222,100,100,1000,6099,130,5646,100,100,1000,6794,84,5298,100,100,1000,0
6235,74,11029,100,100,1000,10949,106,15167,100,100,1000,9817,149,10254,127,96,1065,8186,76,9623,100,100,1000,11070,2,15662,100,100,1000,7946,49,10447,100,100,1000,14804,26,20966,100,100,1000,7212,9,7962,263,234,1061,7239,66,10704,100,100,1000,8133,135,16574,100,100,1000,1
15252,2,27646,234,195,1312,9207,3,17911,100,100,1000,13351,14,21747,100,100,1000,14842,60,25471,100,100,1000,12162,129,23808,100,100,1000,12062,44,14599,100,100,1000,14996,150,26046,179,128,1282,11201,9,17635,451,415,1199,8361,98,8466,100,100,1000,6525,130,6967,233,196,1147,1
9129,52,21801,227,207,955,7710,117,13295,100,100,1000,9445,132,13020,100,100,1000,9554,144,10864,250,213,1320,9772,66,15603,100,100,1000,7350,57,6621,100,100,1000,14433,51,29416,100,100,1000,6438,150,4353,100,100,1000,6589,95,8858,100,100,1000,4612,130,3504,284,240,1275,1
11491,38,16781,100,100,1000,15234,97,32150,100,100,1000,12433,113,18221,100,100,1000,14628,67,17660,100,100,1000,13808,20,17662,100,100,1000,14820,8,31414,100,100,1000,13351,26,20254,100,100,1000,16298,30,36898,222,188,1100,7767,81,6031,100,100,1000,8199,84,6386,100,100,1000,0
4980,36,3095,100,100,1000,6340,4,9112,100,100,1000,8008,41,9895,100,100,1000,4423,38,5179,100,100,1000,8220,58,8412,100,100,1000,5689,153,6966,100,100,1000,6384,138,7266,100,100,1000,4998,30,5686,100,100,1000,4317,102,3991,295,267,970,3588,98,2648,152,106,1021,1
18795,61,41200,100,100,1000,12552,83,17757,100,100,1000,21564,39,36978,100,100,1000,13798,28,20674,291,261,1003,20442,11,47982,100,100,1000,19239,96,42412,100,100,1000,13301,138,18103,132,96,1015,22686,51,40903,100,100,1000,11028,55,11485,100,100,1000,15536,95,16115,100,100,1000,0
12001,93,18136,100,100,1000,14213,105,15721,192,162,1060,9955,149,14739,100,100,1000,12232,38,19838,100,100,1000,15003,140,26275,412,380,1067,15358,75,24455,100,100,1000,12559,51,20070,100,100,1000,12613,9,14554,100,100,1000,7427,78,2965,100,100,1000,8608,121,7457,100,100,1000,0
8591,49,8596,325,274,1299,5300,116,4088,100,100,1000,6646,136,4880,100,100,1000,5814,38,8189,221,168,1802,6475,123,11737,100,100,1000,3675,96,5082,100,100,1000,8554,30,14481,231,184,1377,6404,50,7585,240,197,1231,6508,55,7605,261,221,1017,5173,161,5160,100,100,1000,1
10950,19,21570,100,100,1000,8417,93,12372,100,100,1000,9456,63,12460,100,100,1000,9079,157,12509,150,122,1028,9974,58,15560,100,100,1000,6819,49,10663,100,100,1000,9668,9,17856,100,100,1000,8940,18,12240,100,100,1000,8207,8,9684,120,77,1002,5348,98,4401,224,178,1019,1
13372,64,12776,200,131,1151,17599,158,35713,100,100,1000,14898,86,30914,100,100,1000,16350,27,29444,126,95,1007,11913,126,17307,100,100,1000,15211,96,21179,219,177,1088,12812,153,7998,100,100,1000,12545,79,8875,458,410,1145,9069,141,19981,100,100,1000,8012,8,12948,100,100,1000,0
7941,52,9735,290,259,941,9514,90,8920,136,75,1434,11309,152,18989,240,200,1192,11083,38,21794,174,127,1230,10575,20,20641,412,380,1067,9096,55,15925,226,193,1183,12152,10,21168,100,100,1000,12126,9,23251,451,415,1199,7315,163,22445,100,100,1000,14173,110,25440,100,100,1000,0
11166,64,11451,100,100,1000,14588,61,26543,100,100,1000,15243,86,31882,100,100,1000,11483,144,21757,100,100,1000,12967,153,16805,100,100,1000,10581,2,18660,100,100,1000,12527,18,25006,100,100,1000,11812,150,25418,100,100,1000,9771,46,10080,100,100,1000,6875,84,8996,185,148,1161,1
10729,49,15887,211,167,1234,9135,90,10386,100,100,1000,13602,149,12127,100,100,1000,10810,29,18718,442,397,1193,10336,70,12415,100,100,1000,9184,158,17360,100,100,1000,13769,159,20148,100,100,1000,9961,9,17729,100,100,1000,7990,156,7506,100,100,1000,6073,78,3244,100,100,1000,1
7644,106,15795,100,100,1000,12326,61,25575,100,100,1000,11799,144,13411,100,100,1000,11693,31,17789,100,100,1000,10357,67,7168,80,28,1106,11383,93,17382,100,100,1000,11783,159,17266,100,100,1000,13923,51,22796,100,100,1000,7008,130,5804,100,100,1000,8706,42,11858,100,100,1000,0
10426,117,12757,154,96,1009,12450,35,11737,100,100,1000,9969,39,15007,100,100,1000,11265,127,18485,93,49,1309,6647,116,4438,100,100,1000,11347,27,15682,100,100,1000,8184,10,9864,139,97,1092,14798,26,23722,100,100,1000,4872,17,5287,100,100,1000,7234,84,8272,334,299,942,0
13254,52,14853,100,100,1000,12796,154,13972,200,131,1151,13184,47,17547,100,100,1000,12261,38,25168,100,100,1000,14693,123,29000,100,100,1000,16604,96,34341,100,100,1000,14768,159,27278,100,100,1000,20443,51,44088,131,76,1228,7703,72,6182,100,100,1000,9342,130,8545,279,254,1002,0
12793,154,23918,100,100,1000,10881,116,17626,347,314,1078,16786,39,28111,100,100,1000,11518,93,22937,100,100,1000,14189,145,16568,100,100,1000,13278,153,16375,215,181,1184,15050,51,30490,263,234,1061,13467,150,20845,100,100,1000,9885,102,12528,100,100,1000,8267,98,6361,100,100,1000,1
11338,90,8804,320,285,1092,8386,105,8563,211,167,1234,9430,41,9473,100,100,1000,6662,45,4627,482,444,1089,7776,116,5892,347,314,1078,9737,91,12225,368,327,1068,11861,56,17348,100,100,1000,10792,51,10656,458,410,1145,5904,8,6102,100,100,1000,5443,55,7647,100,100,1000,1
10779,61,18763,179,118,1239,7853,37,11580,100,100,1000,10963,47,14340,100,100,1000,8121,67,9479,100,100,1000,14160,131,28235,372,317,1471,9557,58,14004,100,100,1000,9335,111,14600,172,146,1004,10929,150,13532,179,128,1282,7102,102,8753,347,311,1039,6926,98,6678,451,415,1199,1
10104,49,13562,100,100,1000,6240,34,6598,100,100,1000,9458,149,10381,247,202,1313,7466,144,9614,315,250,1059,9058,2,14030,234,195,1312,8486,124,10521,277,209,1373,10515,87,7855,393,369,1045,7384,159,10614,212,152,1389,5956,84,6065,221,168,1802,4551,72,3104,174,127,1230,1
11756,49,24376,100,100,1000,13021,48,17355,177,138,1019,10319,24,14007,100,100,1000,15106,143,24133,100,100,1000,10912,1,17603,100,100,1000,11650,38,18930,165,130,1015,12974,159,17470,100,100,1000,14497,111,16549,100,100,1000,6161,78,2482,100,100,1000,8397,84,5772,100,100,1000,0
12096,74,17875,259,219,1058,16254,123,30057,211,167,1234,10495,143,9137,104,75,1030,15441,47,17503,100,100,1000,18845,126,42112,100,100,1000,13774,124,18835,262,225,1118,13822,53,19344,100,100,1000,17653,9,40165,100,100,1000,8475,95,9248,100,100,1000,10248,130,9411,100,100,1000,0
6718,107,12159,100,100,1000,7557,61,11571,269,235,1091,11586,104,13450,100,100,1000,9940,67,13525,126,95,1007,7470,89,10473,100,100,1000,11852,2,23155,325,274,1299,7850,138,15014,139,97,1092,14896,26,34822,100,100,1000,4936,95,6407,100,100,1000,6891,13,6176,138,109,1132,0
15768,64,28923,100,100,1000,11189,32,16109,183,144,1223,12897,38,25555,100,100,1000,12916,69,24821,100,100,1000,13995,49,32524,100,100,1000,10447,127,18522,100,100,1000,13598,53,31610,349,314,1194,16732,150,44513,100,100,1000,7752,98,7045,100,100,1000,6993,84,10558,504,463,1003,1
11628,37,18791,100,100,1000,7915,92,9070,180,146,986,13623,136,29297,100,100,1000,8054,149,8856,100,100,1000,10137,111,15165,100,100,1000,12319,57,22177,100,100,1000,12508,135,22654,100,100,1000,9427,138,14263,100,100,1000,7152,98,6456,100,100,1000,7309,95,6041,100,100,1000,1
8947,4,9862,154,111,1012,4869,32,4742,100,100,1000,7139,38,6182,231,193,1217,4600,144,2481,315,250,1059,6951,91,8584,148,81,1179,3587,66,4334,100,100,1000,9965,138,16152,100,100,1000,4530,150,8602,406,363,1246,4903,98,4213,233,196,1147,3997,102,4469,115,83,1060,1
8206,38,13624,174,127,1230,7776,146,15039,110,69,1145,11318,143,16877,175,137,1330,7381,47,9176,100,100,1000,8138,157,10446,100,100,1000,8744,2,21636,148,81,1179,14694,51,23606,100,100,1000,7642,159,9221,100,100,1000,6894,130,4495,185,148,1161,4987,98,5600,100,100,1000,1
7110,64,10365,100,100,1000,10904,52,22533,100,100,1000,8586,29,14162,100,100,1000,13311,14,10336,100,100,1000,10739,142,24695,100,100,1000,12277,58,19405,100,100,1000,9366,51,10950,100,100,1000,11436,9,23985,100,100,1000,6916,161,5393,242,197,1397,6634,130,7949,100,100,1000,0
17784,105,30573,100,100,1000,12601,103,18249,164,126,1137,19123,113,33184,120,63,1013,11629,77,13542,100,100,1000,12120,38,20271,100,100,1000,12118,8,25119,123,84,1129,12750,9,17245,100,100,1000,14410,159,42211,100,100,1000,8980,130,7959,100,100,1000,8499,72,9352,152,106,1021,1
10290,74,18185,100,100,1000,14156,61,17138,100,100,1000,11932,67,14382,247,202,1313,13619,39,25917,457,399,1561,9846,38,12920,100,100,1000,13376,8,27565,178,137,1215,14204,51,24235,296,269,1098,16002,150,36109,179,128,1282,7282,130,6049,333,280,1367,8968,98,9134,100,100,1000,0
11505,48,19265,100,100,1000,9553,74,14416,100,100,1000,12430,113,16896,120,63,1013,12025,27,13220,100,100,1000,13035,2,20939,100,100,1000,13494,131,16886,100,100,1000,12095,51,15035,100,100,1000,11377,9,14680,100,100,1000,7796,46,2806,100,100,1000,7220,95,3831,100,100,1000,1
12691,117,16976,100,100,1000,19578,105,44516,100,100,1000,15765,86,24141,100,100,1000,16284,152,24583,104,75,1030,21338,49,37846,100,100,1000,20503,56,61328,100,100,1000,24423,54,43689,122,80,1013,16545,10,45834,100,100,1000,11893,128,7972,100,100,1000,13602,110,43346,100,100,1000,1
14783,35,29363,100,100,1000,8796,48,6878,100,100,1000,16519,31,28645,100,100,1000,12074,41,20591,100,100,1000,14236,49,25553,100,100,1000,11078,124,19591,100,100,1000,13021,51,21387,100,100,1000,14149,138,26521,258,203,1480,9297,78,4552,432,401,1007,7526,46,6260,100,100,1000,1
17345,49,49423,100,100,1000,15211,96,29474,100,100,1000,14589,60,26181,100,100,1000,12145,38,24080,100,100,1000,15204,36,25244,100,100,1000,12065,23,21463,100,100,1000,13869,56,37132,100,100,1000,14412,108,29694,351,308,1225,9632,13,15123,138,109,1132,12859,95,16013,100,100,1000,1
6042,37,3770,100,100,1000,5925,8,7486,100,100,1000,6522,38,6136,156,122,1098,4384,67,2892,437,413,1074,8135,11,10196,262,225,1118,4716,124,5756,456,414,1107,7908,159,7637,131,76,1228,5205,51,6075,165,130,1007,4382,98,4016,282,228,1597,3519,125,3727,100,100,1000,1
8686,38,18982,133,90,1197,11644,123,23673,194,148,1187,9634,47,13098,104,75,1030,13415,28,23990,100,100,1000,10270,34,18001,145,112,1206,12277,49,21795,100,100,1000,10923,10,14405,246,208,1232,12548,51,23370,188,147,1195,5414,84,5063,100,100,1000,7042,125,4108,100,100,1000,0
5911,4,5004,205,149,1335,5793,105,3478,136,75,1434,6559,38,6003,117,72,1006,6291,86,4360,457,399,1561,6191,8,7771,100,100,1000,5683,49,8058,106,63,1070,8031,51,7616,270,203,1555,4777,159,1376,100,100,1000,4982,130,2889,100,100,1000,3756,72,2510,261,226,1003,1
12680,48,18732,342,308,1116,6588,32,8064,100,100,1000,13004,38,25422,100,100,1000,7986,143,8789,156,122,1098,13739,106,30675,457,399,1561,8184,56,26086,100,100,1000,11586,9,15726,100,100,1000,11513,159,21490,100,100,1000,8662,17,8195,216,188,1043,7174,15,7417,333,280,1367,1
9061,25,10008,100,100,1000,8906,105,11563,100,100,1000,10790,67,7705,100,100,1000,7049,31,6674,100,100,1000,10207,58,9634,100,100,1000,9846,49,7385,100,100,1000,10156,51,10386,100,100,1000,7772,30,11887,100,100,1000,7571,98,3253,137,98,1013,4706,15,3192,100,100,1000,1
7671,53,7485,100,100,1000,8302,43,7662,100,100,1000,4733,93,4992,100,100,1000,7259,39,4994,100,100,1000,5065,96,6809,100,100,1000,7530,3,9046,100,100,1000,5901,74,9693,152,117,1033,9665,51,13566,100,100,1000,4410,98,6173,100,100,1000,6647,125,8980,100,100,1000,0
11496,103,14640,297,266,1053,9804,66,22411,179,118,1239,14979,86,18920,100,100,1000,11065,63,23246,100,100,1000,11677,75,20611,100,100,1000,11769,126,22461,100,100,1000,15967,9,35057,100,100,1000,11115,159,22337,100,100,1000,7639,130,5926,400,364,1111,6625,84,7817,100,100,1000,1
6705,90,9932,320,285,1092,5824,48,9312,342,308,1116,6008,76,7137,371,316,1575,5963,143,2630,100,100,1000,7038,123,7459,230,195,1002,6461,142,8476,100,100,1000,6731,51,7437,231,184,1377,4916,30,6013,174,127,1230,4310,72,3691,210,179,1109,3196,98,1989,259,222,1234,1
15211,23,31308,100,100,1000,10235,3,26129,100,100,1000,14554,29,33625,100,100,1000,15266,86,25291,100,100,1000,9256,11,20726,100,100,1000,13709,44,30338,189,139,1199,15404,159,32073,100,100,1000,11008,53,14961,100,100,1000,9847,78,6615,100,100,1000,10263,95,12800,100,100,1000,1
5751,117,10199,100,100,1000,7123,21,9022,100,100,1000,4636,41,4049,100,100,1000,7554,86,7967,423,379,1064,5514,124,5551,412,380,1067,6853,153,6708,100,100,1000,6617,9,5964,100,100,1000,8484,50,12616,251,221,953,3712,130,2764,100,100,1000,5536,141,10050,100,100,1000,0
12117,48,20882,342,308,1116,11248,148,14424,153,116,1005,13373,67,22114,291,261,1003,9758,143,7653,100,100,1000,12327,11,31517,100,100,1000,10255,66,17240,100,100,1000,15606,150,31759,100,100,1000,14018,53,15127,351,308,1225,9296,46,6449,100,100,1000,8478,95,8061,100,100,1000,1
10098,48,14383,123,84,1129,10384,49,28682,106,63,1070,10067,63,15068,100,100,1000,11068,136,12109,100,100,1000,8938,33,9661,100,100,1000,10696,20,9758,80,28,1106,11975,51,16612,131,76,1228,15239,9,21329,84,57,1192,6262,130,4543,353,296,1258,7105,98,4113,200,143,1341,0
4415,48,3016,131,101,1044,7985,49,10310,277,209,1373,5835,39,6657,285,202,1624,7529,47,6320,100,100,1000,4353,73,5102,100,100,1000,5802,38,6705,234,195,1312,5677,10,9894,100,100,1000,7480,150,12155,445,371,1847,4035,130,2387,100,100,1000,5310,78,2386,100,100,1000,0
3974,103,6802,100,100,1000,6180,105,9642,100,100,1000,2798,127,953,100,100,1000,5925,41,2930,100,100,1000,4912,75,3701,100,100,1000,6148,9,4368,100,100,1000,3699,150,4024,100,100,1000,4780,10,4373,256,217,1026,2539,78,1084,100,100,1000,3084,98,1647,100,100,1000,0
14725,61,39150,100,100,1000,12116,19,15016,100,100,1000,17640,127,29653,93,49,1309,14212,41,18080,100,100,1000,14049,4,21285,100,100,1000,14699,66,29065,100,100,1000,16379,51,33731,111,78,1098,13819,9,25301,456,414,1107,9909,55,8546,100,100,1000,7909,84,8349,353,296,1258,1
